video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-12-05T03:49:43.896060+00:00
--zrvwYl9UA,7248,0,0,2025-12-05T03:49:43.896085+00:00
-2DjEtjr1xg,84324,317,2,2025-12-05T03:49:43.896089+00:00
-2SeU7hzTVU,13023,492,18,2025-12-05T03:49:43.896095+00:00
-5SF1eXuhAQ,34088,0,1,2025-12-05T03:49:43.896098+00:00
-69vFdMBkmo,9464,81,0,2025-12-05T03:49:43.896101+00:00
-7L2w-ydpi8,324443,2300,64,2025-12-05T03:49:43.896104+00:00
-86iRns7jPg,527920,14974,59,2025-12-05T03:49:43.896110+00:00
-8GzVl6LESo,459,6,0,2025-12-05T03:49:43.896114+00:00
-8if4etcKzc,3635,85,0,2025-12-05T03:49:43.896117+00:00
-8wJ9p4zftA,4697,80,0,2025-12-05T03:49:43.896120+00:00
-8zDdhCwfsU,1269706,11237,0,2025-12-05T03:49:43.896122+00:00
-9eJ-YAB0uY,24112,2470,4,2025-12-05T03:49:43.896125+00:00
-A_TIvqlD48,448167,5850,161,2025-12-05T03:49:43.896128+00:00
-A_bpISupok,47,4,0,2025-12-05T03:49:43.896131+00:00
-BNcQeMQFg4,101474,2502,1151,2025-12-05T03:49:43.896133+00:00
-BgjhW_wVMw,31227,757,23,2025-12-05T03:49:43.896135+00:00
-C0OzhGSfng,355479,5244,12,2025-12-05T03:49:43.896141+00:00
-CCavyfCsfo,482,4,1,2025-12-05T03:49:43.896144+00:00
-Ehk4pUbAf8,1252,7,3,2025-12-05T03:49:43.896146+00:00
-Hs-cO7I0Z4,37883,222,0,2025-12-05T03:49:43.896149+00:00
-J9QRMI80FE,9265,57,1,2025-12-05T03:49:43.896152+00:00
-JCWbG-e85w,5007,28,0,2025-12-05T03:49:43.896154+00:00
-KZbXmfVCIA,1453,17,1,2025-12-05T03:49:43.896157+00:00
-Matyw24dSk,28299,169,0,2025-12-05T03:49:43.896159+00:00
-MqcV2RGlfA,2128,46,0,2025-12-05T03:49:43.896162+00:00
-MsSkX_PjbE,79911,6826,250,2025-12-05T03:49:43.896164+00:00
-PG2RHXI_3k,35814,545,1,2025-12-05T03:49:43.896167+00:00
-PHcunhDhXU,1246,19,0,2025-12-05T03:49:43.896169+00:00
-QRQbNUsAOg,2917,12,0,2025-12-05T03:49:43.896171+00:00
-Qw3V9IB4Po,17307,56,0,2025-12-05T03:49:43.896174+00:00
-RM9hmcSnMA,322,17,3,2025-12-05T03:49:43.896176+00:00
-TTNgjfkKtA,285520,1551,0,2025-12-05T03:49:43.896400+00:00
-ThLS10RUNY,171621,702,0,2025-12-05T03:49:43.896421+00:00
-Thuc8jYlKw,50456,82,0,2025-12-05T03:49:43.896424+00:00
-Tq5x61gai8,670812,21637,435,2025-12-05T03:49:43.896427+00:00
-VZvel6ALTM,9205,148,1,2025-12-05T03:49:43.896429+00:00
-Wn33rSj9Gs,151955,3959,9,2025-12-05T03:49:43.896432+00:00
-c-s2GO8sh4,1913,24,1,2025-12-05T03:49:43.896434+00:00
-c61A6-JkhE,987,26,7,2025-12-05T03:49:43.896437+00:00
-d8qVgK3xNw,8586,0,0,2025-12-05T03:49:43.896439+00:00
-fMRQw-GUCs,1212,0,1,2025-12-05T03:49:43.896442+00:00
-geu_dfJoBY,261,6,2,2025-12-05T03:49:43.896445+00:00
-ha8pd0qLgY,77072,103,1,2025-12-05T03:49:43.896447+00:00
-heehDW7VUg,24554,336,0,2025-12-05T03:49:43.896449+00:00
-jTiCkLpbdE,946,30,0,2025-12-05T03:49:43.896452+00:00
-lBxERmKBgw,47463,615,0,2025-12-05T03:49:43.896454+00:00
-mtaR_eH6Lw,1415,29,0,2025-12-05T03:49:44.506995+00:00
-o5BZw5hg-0,5994120,95004,83,2025-12-05T03:49:44.507012+00:00
