video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-10-20T03:50:20.231375+00:00
--zrvwYl9UA,7231,0,0,2025-10-20T03:50:20.231399+00:00
-2DjEtjr1xg,84208,319,2,2025-10-20T03:50:20.231405+00:00
-2SeU7hzTVU,11395,441,13,2025-10-20T03:50:20.231410+00:00
-5SF1eXuhAQ,33967,0,1,2025-10-20T03:50:20.231416+00:00
-69vFdMBkmo,9389,80,0,2025-10-20T03:50:20.231443+00:00
-7L2w-ydpi8,229810,1702,59,2025-10-20T03:50:20.231450+00:00
-86iRns7jPg,451544,13376,53,2025-10-20T03:50:20.231459+00:00
-8GzVl6LESo,459,6,0,2025-10-20T03:50:20.231464+00:00
-8if4etcKzc,3633,86,0,2025-10-20T03:50:20.231473+00:00
-8wJ9p4zftA,4395,77,0,2025-10-20T03:50:20.231478+00:00
-8zDdhCwfsU,1261250,11171,0,2025-10-20T03:50:20.231482+00:00
-9eJ-YAB0uY,23777,2470,4,2025-10-20T03:50:20.231487+00:00
-A_TIvqlD48,380986,4909,139,2025-10-20T03:50:20.231491+00:00
-A_bpISupok,32,4,0,2025-10-20T03:50:20.231496+00:00
-BNcQeMQFg4,100730,2503,1184,2025-10-20T03:50:20.231501+00:00
-BgjhW_wVMw,28722,727,22,2025-10-20T03:50:20.231505+00:00
-C0OzhGSfng,352017,5220,14,2025-10-20T03:50:20.231509+00:00
-CCavyfCsfo,481,4,1,2025-10-20T03:50:20.231514+00:00
-Ehk4pUbAf8,1242,7,3,2025-10-20T03:50:20.231518+00:00
-Hs-cO7I0Z4,36035,207,0,2025-10-20T03:50:20.231523+00:00
-J9QRMI80FE,9189,56,1,2025-10-20T03:50:20.231527+00:00
-JCWbG-e85w,5007,28,0,2025-10-20T03:50:20.231531+00:00
-KZbXmfVCIA,1290,15,1,2025-10-20T03:50:20.231536+00:00
-Matyw24dSk,27015,166,0,2025-10-20T03:50:20.231540+00:00
-MqcV2RGlfA,1993,43,0,2025-10-20T03:50:20.231545+00:00
