video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-29T03:42:30.405214+00:00
--zrvwYl9UA,7248,0,0,2025-11-29T03:42:30.405241+00:00
-2DjEtjr1xg,84323,318,2,2025-11-29T03:42:30.405247+00:00
-2SeU7hzTVU,12995,491,18,2025-11-29T03:42:30.405253+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-29T03:42:30.405257+00:00
-69vFdMBkmo,9463,82,0,2025-11-29T03:42:30.405260+00:00
-7L2w-ydpi8,324021,2305,63,2025-11-29T03:42:30.405264+00:00
-86iRns7jPg,526045,14931,59,2025-11-29T03:42:30.405272+00:00
-8GzVl6LESo,459,6,0,2025-11-29T03:42:30.405276+00:00
-8if4etcKzc,3635,85,0,2025-11-29T03:42:30.405280+00:00
-8wJ9p4zftA,4686,80,0,2025-11-29T03:42:30.405283+00:00
-8zDdhCwfsU,1269671,11242,0,2025-11-29T03:42:30.405287+00:00
-9eJ-YAB0uY,24100,2470,4,2025-11-29T03:42:30.405290+00:00
-A_TIvqlD48,447190,5819,161,2025-11-29T03:42:30.405293+00:00
-A_bpISupok,47,4,0,2025-11-29T03:42:30.405296+00:00
-BNcQeMQFg4,101467,2502,1151,2025-11-29T03:42:30.405299+00:00
-BgjhW_wVMw,31158,756,23,2025-11-29T03:42:30.405302+00:00
-C0OzhGSfng,355466,5244,12,2025-11-29T03:42:30.405305+00:00
-CCavyfCsfo,482,4,1,2025-11-29T03:42:30.405309+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-29T03:42:30.405312+00:00
-Hs-cO7I0Z4,37822,222,0,2025-11-29T03:42:30.405315+00:00
-J9QRMI80FE,9265,57,1,2025-11-29T03:42:30.405318+00:00
-JCWbG-e85w,5007,28,0,2025-11-29T03:42:30.405322+00:00
-KZbXmfVCIA,1453,17,1,2025-11-29T03:42:30.405327+00:00
-Matyw24dSk,28292,169,0,2025-11-29T03:42:30.405330+00:00
-MqcV2RGlfA,2128,46,0,2025-11-29T03:42:30.405332+00:00
-MsSkX_PjbE,79905,6827,251,2025-11-29T03:42:30.405335+00:00
-PG2RHXI_3k,35795,546,1,2025-11-29T03:42:30.405337+00:00
-PHcunhDhXU,1244,19,0,2025-11-29T03:42:30.405339+00:00
-QRQbNUsAOg,2917,12,0,2025-11-29T03:42:30.405342+00:00
-Qw3V9IB4Po,17306,56,0,2025-11-29T03:42:30.405344+00:00
-RM9hmcSnMA,321,17,3,2025-11-29T03:42:30.405346+00:00
-TTNgjfkKtA,285372,1551,0,2025-11-29T03:42:30.405575+00:00
-ThLS10RUNY,171617,703,0,2025-11-29T03:42:30.405579+00:00
-Thuc8jYlKw,50452,82,0,2025-11-29T03:42:30.405581+00:00
-Tq5x61gai8,650630,20806,425,2025-11-29T03:42:30.405584+00:00
-VZvel6ALTM,9205,148,1,2025-11-29T03:42:30.405586+00:00
-Wn33rSj9Gs,151642,3954,9,2025-11-29T03:42:30.405589+00:00
-c-s2GO8sh4,1913,24,1,2025-11-29T03:42:30.405591+00:00
-c61A6-JkhE,985,26,7,2025-11-29T03:42:30.405593+00:00
-d8qVgK3xNw,8584,0,0,2025-11-29T03:42:30.405596+00:00
-fMRQw-GUCs,1212,0,1,2025-11-29T03:42:30.405599+00:00
-geu_dfJoBY,261,6,2,2025-11-29T03:42:30.405601+00:00
-ha8pd0qLgY,77071,103,1,2025-11-29T03:42:30.405603+00:00
-heehDW7VUg,24552,336,0,2025-11-29T03:42:30.405606+00:00
-jTiCkLpbdE,946,30,0,2025-11-29T03:42:30.405608+00:00
-lBxERmKBgw,46280,610,0,2025-11-29T03:42:30.405611+00:00
-mtaR_eH6Lw,1379,28,0,2025-11-29T03:42:31.036565+00:00
-o5BZw5hg-0,5994041,95029,83,2025-11-29T03:42:31.036582+00:00
-q11rFZ7z9w,1850,42,0,2025-11-29T03:42:31.036586+00:00
-q2XrVwrTHQ,36746,202,0,2025-11-29T03:42:31.036589+00:00
-qJ1234CIzs,4576,588,1,2025-11-29T03:42:31.036591+00:00
-qZ14tRjFS8,26257,1428,16,2025-11-29T03:42:31.036594+00:00
-tRHxHZsQ8A,30273,0,47,2025-11-29T03:42:31.036597+00:00
-tYsc8KEXcU,844051,5462,19,2025-11-29T03:42:31.036600+00:00
-t_lurEiSfw,2550,45,0,2025-11-29T03:42:31.036602+00:00
-u5qcayZ0Vk,1114,6,0,2025-11-29T03:42:31.036605+00:00
-vR09a0uW7Y,27933,289,0,2025-11-29T03:42:31.036607+00:00
-vfpPa-nptU,1148,8,0,2025-11-29T03:42:31.036610+00:00
-yBoeycdnRA,5086,248,8,2025-11-29T03:42:31.036613+00:00
-yPrfCKAA0U,9280,360,0,2025-11-29T03:42:31.036615+00:00
-ybakd9oJcg,56887,186,17,2025-11-29T03:42:31.036618+00:00
-ztbkBAgXDk,873,21,0,2025-11-29T03:42:31.036620+00:00
00eFG4NGVtQ,21187,129,1,2025-11-29T03:42:31.036623+00:00
05UrwdOCUJ8,2904,26,1,2025-11-29T03:42:31.036626+00:00
06EPIRoocE4,88426,746,0,2025-11-29T03:42:31.036629+00:00
07lCoi5VzBk,1118449,0,102,2025-11-29T03:42:31.036631+00:00
0AXs2oQibHU,2139,14,4,2025-11-29T03:42:31.036633+00:00
0Aocf08QAx8,44882,206,7,2025-11-29T03:42:31.036636+00:00
0CTEWKW00a8,97997,1062,10,2025-11-29T03:42:31.036638+00:00
0EHvq4GDpIU,913,6,0,2025-11-29T03:42:31.036641+00:00
0FfD4Jw_tOM,703,47,31,2025-11-29T03:42:31.036643+00:00
0GHtW_sGntA,2162,0,0,2025-11-29T03:42:31.036645+00:00
0Hpt0iHxHnA,21398,1159,15,2025-11-29T03:42:31.036648+00:00
0I8SGyTjkxw,1657,0,0,2025-11-29T03:42:31.036650+00:00
0IazBZGi5Fw,26543,458,4,2025-11-29T03:42:31.036652+00:00
0MZnrlV5aCM,1095,10,0,2025-11-29T03:42:31.036655+00:00
0NOyBjy9ZbY,10100,67,1,2025-11-29T03:42:31.036658+00:00
0OM6M6VgqMQ,21180,93,0,2025-11-29T03:42:31.036663+00:00
0RpIobgpxt0,8679,58,0,2025-11-29T03:42:31.036665+00:00
0UrO6vzc-9w,85557,1434,486,2025-11-29T03:42:31.036667+00:00
0VWshLxxzus,785,23,2,2025-11-29T03:42:31.036670+00:00
0WBX_aH0KcM,1227,15,0,2025-11-29T03:42:31.036672+00:00
0WVBkBr3tQw,1045,15,5,2025-11-29T03:42:31.036674+00:00
0Yajy17EwUU,20872,82,1,2025-11-29T03:42:31.036676+00:00
0ZosorsSUtI,1030,16,0,2025-11-29T03:42:31.036679+00:00
0Ztma0ilRZo,29423,568,0,2025-11-29T03:42:31.036681+00:00
0ZvWOutwR6o,168,11,0,2025-11-29T03:42:31.036683+00:00
0aIilaSuSb4,5211,186,0,2025-11-29T03:42:31.036686+00:00
0ba0PK1rH_M,57292,0,0,2025-11-29T03:42:31.036688+00:00
0beL5ZLNGQs,16,3,0,2025-11-29T03:42:31.036690+00:00
0ckCkO6xEHU,1562,0,0,2025-11-29T03:42:31.036693+00:00
0dXNXHnUzb8,1517,6,2,2025-11-29T03:42:31.036695+00:00
0fDkTxxH-4c,1624,61,2,2025-11-29T03:42:31.036697+00:00
0foLK5KSg6E,5762,136,81,2025-11-29T03:42:31.677001+00:00
0jMC9TK0VvA,4,0,0,2025-11-29T03:42:31.677019+00:00
0jXXApEoKKY,121809,3840,18,2025-11-29T03:42:31.677023+00:00
0ksCDMPt7M0,29074,136,0,2025-11-29T03:42:31.677026+00:00
0lEvUcWh_dY,1792,15,1,2025-11-29T03:42:31.677029+00:00
0lPeL4UlrlM,17084,59,0,2025-11-29T03:42:31.677032+00:00
0loPyfQXe-o,44205,76,0,2025-11-29T03:42:31.677064+00:00
0mLG_jpdo5w,37307,822,15,2025-11-29T03:42:31.677067+00:00
0mW2KivdmQg,2441,0,2,2025-11-29T03:42:31.677070+00:00
0mdrl0qZ9hs,1169,15,1,2025-11-29T03:42:31.677073+00:00
0p48us-OQkE,17695,91,1,2025-11-29T03:42:31.677076+00:00
0qvc_KGRkyQ,8137,27,0,2025-11-29T03:42:31.677078+00:00
0tPWgRrYt6s,13164,60,0,2025-11-29T03:42:31.677081+00:00
0tc1JCRAW9E,1837,25,3,2025-11-29T03:42:31.677083+00:00
0xYRUHw9pyc,324,7,0,2025-11-29T03:42:31.677086+00:00
0xnuGzh6Vls,5815,130,0,2025-11-29T03:42:31.677089+00:00
1-1TAUx7Zmg,1302,0,0,2025-11-29T03:42:31.677092+00:00
1-PIqAFckAA,4801,0,0,2025-11-29T03:42:31.677094+00:00
1-vWDglS1Hs,17214,214,1,2025-11-29T03:42:31.677097+00:00
12nje3JeoX0,36370,169,0,2025-11-29T03:42:31.677100+00:00
13-Qd2I0nY8,24522,260,1,2025-11-29T03:42:31.677103+00:00
145w0_HPO8Q,63,12,2,2025-11-29T03:42:31.677105+00:00
14AJAXYiu-U,44287,48,2,2025-11-29T03:42:31.677108+00:00
14LstoOJEpw,29977,0,0,2025-11-29T03:42:31.677113+00:00
16EgfCncHQA,407,5,4,2025-11-29T03:42:31.677116+00:00
16vivf1yXvE,40497,182,0,2025-11-29T03:42:31.677118+00:00
17GA347XCl0,993,0,5,2025-11-29T03:42:31.677121+00:00
17YHnPZE7QM,70830,1015,3,2025-11-29T03:42:31.677123+00:00
18Rg0v94eQI,1716,11,1,2025-11-29T03:42:31.677127+00:00
19MWT7eFhvw,106253,0,31,2025-11-29T03:42:31.677130+00:00
19f2aJJmOQc,540313,33939,253,2025-11-29T03:42:31.677133+00:00
1ANU2Ofz55Q,7428,65,3,2025-11-29T03:42:31.677136+00:00
1AoNroZkSnM,35332,191,0,2025-11-29T03:42:31.677138+00:00
1BjNC4ljVNk,1384,27,0,2025-11-29T03:42:31.677141+00:00
1CopGTCxZNQ,6355,544,36,2025-11-29T03:42:31.677144+00:00
1Dtsu5D45L0,6962,421,0,2025-11-29T03:42:31.677146+00:00
1E-yR6xWbI4,1456,9,0,2025-11-29T03:42:31.677149+00:00
1EpQmbXtt2o,492327,4920,207,2025-11-29T03:42:31.677151+00:00
1G9PGI9NZ7k,192395,2558,38,2025-11-29T03:42:31.677154+00:00
1G_BRUdvC0A,367,36,7,2025-11-29T03:42:31.677156+00:00
1Ge9GUP9nZg,17545,33,1,2025-11-29T03:42:31.677159+00:00
1IY6QVQHepE,193,0,0,2025-11-29T03:42:31.677161+00:00
1Nc9uSW3Tuw,53783,1034,5,2025-11-29T03:42:31.677164+00:00
1O2cI5_79Ms,1225,20,0,2025-11-29T03:42:31.677166+00:00
1OEBHRlduaE,7977,126,0,2025-11-29T03:42:31.677169+00:00
1OVMIr3OsGk,1362703,14597,58,2025-11-29T03:42:31.677171+00:00
1OWx3cdxOkA,14088,1124,19,2025-11-29T03:42:31.677175+00:00
