video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-15T03:37:11.384462+00:00
--zrvwYl9UA,7247,0,0,2025-11-15T03:37:11.384486+00:00
-2DjEtjr1xg,84316,318,2,2025-11-15T03:37:11.384491+00:00
-2SeU7hzTVU,12904,489,18,2025-11-15T03:37:11.384494+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-15T03:37:11.384496+00:00
-69vFdMBkmo,9452,81,0,2025-11-15T03:37:11.384499+00:00
-7L2w-ydpi8,322183,2324,64,2025-11-15T03:37:11.384502+00:00
-86iRns7jPg,512360,14639,57,2025-11-15T03:37:11.384508+00:00
-8GzVl6LESo,459,6,0,2025-11-15T03:37:11.384512+00:00
-8if4etcKzc,3635,86,0,2025-11-15T03:37:11.384515+00:00
-8wJ9p4zftA,4638,79,0,2025-11-15T03:37:11.384518+00:00
-8zDdhCwfsU,1269542,11255,0,2025-11-15T03:37:11.384521+00:00
-9eJ-YAB0uY,24040,2470,4,2025-11-15T03:37:11.384524+00:00
-A_TIvqlD48,444537,5764,156,2025-11-15T03:37:11.384527+00:00
-A_bpISupok,46,4,0,2025-11-15T03:37:11.384529+00:00
-BNcQeMQFg4,101403,2506,1153,2025-11-15T03:37:11.384532+00:00
-BgjhW_wVMw,30900,752,23,2025-11-15T03:37:11.384534+00:00
-C0OzhGSfng,355410,5251,12,2025-11-15T03:37:11.384536+00:00
-CCavyfCsfo,482,4,1,2025-11-15T03:37:11.384539+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-15T03:37:11.384542+00:00
-Hs-cO7I0Z4,37773,224,0,2025-11-15T03:37:11.384544+00:00
-J9QRMI80FE,9261,57,1,2025-11-15T03:37:11.384547+00:00
-JCWbG-e85w,5007,28,0,2025-11-15T03:37:11.384549+00:00
-KZbXmfVCIA,1448,17,1,2025-11-15T03:37:11.384551+00:00
-Matyw24dSk,28168,169,0,2025-11-15T03:37:11.384556+00:00
-MqcV2RGlfA,2126,46,0,2025-11-15T03:37:11.384559+00:00
-MsSkX_PjbE,79877,6825,250,2025-11-15T03:37:11.384562+00:00
-PG2RHXI_3k,35597,545,1,2025-11-15T03:37:11.384564+00:00
-PHcunhDhXU,1231,19,0,2025-11-15T03:37:11.384567+00:00
-QRQbNUsAOg,2917,12,0,2025-11-15T03:37:11.384569+00:00
