video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-10-28T04:00:29.599026+00:00
--zrvwYl9UA,7242,0,0,2025-10-28T04:00:29.599051+00:00
-2DjEtjr1xg,84239,318,2,2025-10-28T04:00:29.599055+00:00
-2SeU7hzTVU,12676,481,18,2025-10-28T04:00:29.599058+00:00
-5SF1eXuhAQ,34068,0,1,2025-10-28T04:00:29.599061+00:00
-69vFdMBkmo,9433,81,0,2025-10-28T04:00:29.599065+00:00
-7L2w-ydpi8,300239,2233,62,2025-10-28T04:00:29.599068+00:00
-86iRns7jPg,485068,14090,55,2025-10-28T04:00:29.599074+00:00
-8GzVl6LESo,459,6,0,2025-10-28T04:00:29.599077+00:00
-8if4etcKzc,3635,86,0,2025-10-28T04:00:29.599083+00:00
-8wJ9p4zftA,4529,78,0,2025-10-28T04:00:29.599086+00:00
-8zDdhCwfsU,1267904,11243,0,2025-10-28T04:00:29.599089+00:00
-9eJ-YAB0uY,23922,2474,4,2025-10-28T04:00:29.599092+00:00
-A_TIvqlD48,419353,5343,152,2025-10-28T04:00:29.599095+00:00
-A_bpISupok,45,4,0,2025-10-28T04:00:29.599097+00:00
-BNcQeMQFg4,101034,2506,1163,2025-10-28T04:00:29.599102+00:00
-BgjhW_wVMw,29962,740,23,2025-10-28T04:00:29.599107+00:00
-C0OzhGSfng,354791,5250,13,2025-10-28T04:00:29.599110+00:00
-CCavyfCsfo,482,4,1,2025-10-28T04:00:29.599113+00:00
-Ehk4pUbAf8,1250,7,3,2025-10-28T04:00:29.599115+00:00
-Hs-cO7I0Z4,37407,223,0,2025-10-28T04:00:29.599118+00:00
-J9QRMI80FE,9251,57,1,2025-10-28T04:00:29.599121+00:00
-JCWbG-e85w,5007,28,0,2025-10-28T04:00:29.599123+00:00
-KZbXmfVCIA,1298,16,1,2025-10-28T04:00:29.599126+00:00
-Matyw24dSk,27673,166,0,2025-10-28T04:00:29.599128+00:00
-MqcV2RGlfA,2046,44,0,2025-10-28T04:00:29.599131+00:00
-MsSkX_PjbE,79637,6816,250,2025-10-28T04:00:29.599134+00:00
-PG2RHXI_3k,35340,542,1,2025-10-28T04:00:29.599173+00:00
