video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-10-30T03:40:29.297293+00:00
--zrvwYl9UA,7243,0,0,2025-10-30T03:40:29.297312+00:00
-2DjEtjr1xg,84247,318,2,2025-10-30T03:40:29.297317+00:00
-2SeU7hzTVU,12739,484,18,2025-10-30T03:40:29.297321+00:00
-5SF1eXuhAQ,34077,0,1,2025-10-30T03:40:29.297325+00:00
-69vFdMBkmo,9436,81,0,2025-10-30T03:40:29.297329+00:00
-7L2w-ydpi8,303919,2250,62,2025-10-30T03:40:29.297332+00:00
-86iRns7jPg,489038,14176,55,2025-10-30T03:40:29.297339+00:00
-8GzVl6LESo,459,6,0,2025-10-30T03:40:29.297343+00:00
-8if4etcKzc,3635,86,0,2025-10-30T03:40:29.297350+00:00
-8wJ9p4zftA,4546,79,0,2025-10-30T03:40:29.297353+00:00
-8zDdhCwfsU,1268940,11254,0,2025-10-30T03:40:29.297356+00:00
-9eJ-YAB0uY,23951,2472,4,2025-10-30T03:40:29.297362+00:00
-A_TIvqlD48,426868,5433,152,2025-10-30T03:40:29.297365+00:00
-A_bpISupok,45,4,0,2025-10-30T03:40:29.297371+00:00
-BNcQeMQFg4,101064,2506,1163,2025-10-30T03:40:29.297375+00:00
-BgjhW_wVMw,30161,744,23,2025-10-30T03:40:29.297378+00:00
-C0OzhGSfng,355124,5252,13,2025-10-30T03:40:29.297381+00:00
-CCavyfCsfo,482,4,1,2025-10-30T03:40:29.297384+00:00
-Ehk4pUbAf8,1252,7,3,2025-10-30T03:40:29.297387+00:00
-Hs-cO7I0Z4,37528,223,0,2025-10-30T03:40:29.297389+00:00
-J9QRMI80FE,9255,57,1,2025-10-30T03:40:29.297392+00:00
-JCWbG-e85w,5007,28,0,2025-10-30T03:40:29.297394+00:00
-KZbXmfVCIA,1303,16,1,2025-10-30T03:40:29.297397+00:00
-Matyw24dSk,27744,167,0,2025-10-30T03:40:29.297399+00:00
-MqcV2RGlfA,2046,44,0,2025-10-30T03:40:29.297401+00:00
-MsSkX_PjbE,79694,6819,250,2025-10-30T03:40:29.297404+00:00
-PG2RHXI_3k,35399,542,1,2025-10-30T03:40:29.297406+00:00
-PHcunhDhXU,1135,18,0,2025-10-30T03:40:29.297409+00:00
-QRQbNUsAOg,2917,12,0,2025-10-30T03:40:29.297411+00:00
-Qw3V9IB4Po,17249,56,0,2025-10-30T03:40:29.297413+00:00
-RM9hmcSnMA,294,14,3,2025-10-30T03:40:29.297416+00:00
-TTNgjfkKtA,284297,1551,0,2025-10-30T03:40:29.297418+00:00
-ThLS10RUNY,171099,708,0,2025-10-30T03:40:29.297421+00:00
-Thuc8jYlKw,50357,82,0,2025-10-30T03:40:29.297423+00:00
-Tq5x61gai8,550126,17780,374,2025-10-30T03:40:29.297426+00:00
-VZvel6ALTM,9197,148,1,2025-10-30T03:40:29.297428+00:00
-Wn33rSj9Gs,147406,3884,10,2025-10-30T03:40:29.297431+00:00
-c-s2GO8sh4,1908,24,1,2025-10-30T03:40:29.297433+00:00
-c61A6-JkhE,978,27,7,2025-10-30T03:40:29.297435+00:00
-d8qVgK3xNw,8578,0,0,2025-10-30T03:40:29.297438+00:00
-fMRQw-GUCs,1212,0,1,2025-10-30T03:40:29.297442+00:00
-geu_dfJoBY,261,6,2,2025-10-30T03:40:29.297445+00:00
-ha8pd0qLgY,77026,104,1,2025-10-30T03:40:29.297447+00:00
-heehDW7VUg,24520,337,0,2025-10-30T03:40:29.297450+00:00
-jTiCkLpbdE,946,30,0,2025-10-30T03:40:29.297452+00:00
-lBxERmKBgw,42468,579,0,2025-10-30T03:40:29.297457+00:00
-mtaR_eH6Lw,1109,26,0,2025-10-30T03:40:29.927100+00:00
-o5BZw5hg-0,5992812,95162,92,2025-10-30T03:40:29.927121+00:00
-q11rFZ7z9w,1834,41,0,2025-10-30T03:40:29.927125+00:00
-q2XrVwrTHQ,36737,200,0,2025-10-30T03:40:29.927129+00:00
-qJ1234CIzs,4421,581,1,2025-10-30T03:40:29.927132+00:00
-qZ14tRjFS8,25275,1417,16,2025-10-30T03:40:29.927136+00:00
-tRHxHZsQ8A,26493,0,45,2025-10-30T03:40:29.927139+00:00
-tYsc8KEXcU,843197,5467,19,2025-10-30T03:40:29.927143+00:00
-t_lurEiSfw,2546,46,0,2025-10-30T03:40:29.927146+00:00
-u5qcayZ0Vk,1103,6,0,2025-10-30T03:40:29.927149+00:00
-vR09a0uW7Y,27865,290,0,2025-10-30T03:40:29.927152+00:00
-vfpPa-nptU,1148,8,0,2025-10-30T03:40:29.927155+00:00
-yBoeycdnRA,4079,215,7,2025-10-30T03:40:29.927159+00:00
-yPrfCKAA0U,9278,362,0,2025-10-30T03:40:29.927162+00:00
-ybakd9oJcg,56280,186,17,2025-10-30T03:40:29.927165+00:00
-ztbkBAgXDk,873,21,0,2025-10-30T03:40:29.927168+00:00
00eFG4NGVtQ,21045,129,1,2025-10-30T03:40:29.927172+00:00
05UrwdOCUJ8,2893,26,1,2025-10-30T03:40:29.927175+00:00
06EPIRoocE4,88424,748,0,2025-10-30T03:40:29.927179+00:00
07lCoi5VzBk,766537,0,96,2025-10-30T03:40:29.927182+00:00
0AXs2oQibHU,2133,14,4,2025-10-30T03:40:29.927185+00:00
0Aocf08QAx8,44850,206,7,2025-10-30T03:40:29.927188+00:00
0CTEWKW00a8,96396,1059,10,2025-10-30T03:40:29.927191+00:00
0EHvq4GDpIU,913,6,0,2025-10-30T03:40:29.927194+00:00
0FfD4Jw_tOM,696,47,31,2025-10-30T03:40:29.927197+00:00
0GHtW_sGntA,2161,0,0,2025-10-30T03:40:29.927200+00:00
0Hpt0iHxHnA,20122,1144,15,2025-10-30T03:40:29.927203+00:00
0I8SGyTjkxw,1640,0,0,2025-10-30T03:40:29.927206+00:00
0IazBZGi5Fw,26379,458,4,2025-10-30T03:40:29.927209+00:00
0MZnrlV5aCM,1094,10,0,2025-10-30T03:40:29.927212+00:00
0NOyBjy9ZbY,10040,71,1,2025-10-30T03:40:29.927215+00:00
0Ne8-SZ8cVA,16991,239,1,2025-10-30T03:40:29.927218+00:00
0OM6M6VgqMQ,21173,93,0,2025-10-30T03:40:29.927221+00:00
0RpIobgpxt0,8673,57,0,2025-10-30T03:40:29.927224+00:00
0UrO6vzc-9w,85434,1440,487,2025-10-30T03:40:29.927227+00:00
0VWshLxxzus,781,23,2,2025-10-30T03:40:29.927230+00:00
0WBX_aH0KcM,1215,15,0,2025-10-30T03:40:29.927233+00:00
0WVBkBr3tQw,1039,15,3,2025-10-30T03:40:29.927236+00:00
0Yajy17EwUU,20870,85,1,2025-10-30T03:40:29.927239+00:00
0ZosorsSUtI,1030,16,0,2025-10-30T03:40:29.927241+00:00
0Ztma0ilRZo,29399,568,0,2025-10-30T03:40:29.927244+00:00
0ZvWOutwR6o,168,12,0,2025-10-30T03:40:29.927247+00:00
0aIilaSuSb4,5211,186,0,2025-10-30T03:40:29.927251+00:00
0ba0PK1rH_M,57240,0,0,2025-10-30T03:40:29.927254+00:00
0beL5ZLNGQs,15,3,0,2025-10-30T03:40:29.927257+00:00
0ckCkO6xEHU,1562,0,0,2025-10-30T03:40:29.927260+00:00
0dXNXHnUzb8,1517,6,2,2025-10-30T03:40:29.927263+00:00
0fDkTxxH-4c,1624,61,2,2025-10-30T03:40:29.927266+00:00
0foLK5KSg6E,5607,135,78,2025-10-30T03:40:30.504056+00:00
0jMC9TK0VvA,3,0,0,2025-10-30T03:40:30.504075+00:00
0jXXApEoKKY,115152,3692,21,2025-10-30T03:40:30.504080+00:00
0ksCDMPt7M0,29056,136,0,2025-10-30T03:40:30.504084+00:00
0lEvUcWh_dY,1790,15,1,2025-10-30T03:40:30.504087+00:00
0lPeL4UlrlM,17084,59,0,2025-10-30T03:40:30.504090+00:00
0loPyfQXe-o,44150,77,0,2025-10-30T03:40:30.504093+00:00
0mLG_jpdo5w,36603,810,15,2025-10-30T03:40:30.504096+00:00
0mW2KivdmQg,2424,0,2,2025-10-30T03:40:30.504099+00:00
0mdrl0qZ9hs,1166,15,1,2025-10-30T03:40:30.504102+00:00
0p48us-OQkE,17688,91,1,2025-10-30T03:40:30.504105+00:00
0qvc_KGRkyQ,8131,27,0,2025-10-30T03:40:30.504108+00:00
0tPWgRrYt6s,13158,60,0,2025-10-30T03:40:30.504111+00:00
0tc1JCRAW9E,1834,24,3,2025-10-30T03:40:30.504114+00:00
0xYRUHw9pyc,185,4,0,2025-10-30T03:40:30.504118+00:00
0xnuGzh6Vls,5776,130,0,2025-10-30T03:40:30.504121+00:00
1-1TAUx7Zmg,1302,0,0,2025-10-30T03:40:30.504125+00:00
1-PIqAFckAA,4797,0,0,2025-10-30T03:40:30.504127+00:00
1-vWDglS1Hs,17008,213,1,2025-10-30T03:40:30.504131+00:00
12nje3JeoX0,36353,169,2,2025-10-30T03:40:30.504134+00:00
13-Qd2I0nY8,24501,260,1,2025-10-30T03:40:30.504137+00:00
145w0_HPO8Q,57,12,2,2025-10-30T03:40:30.504140+00:00
14AJAXYiu-U,44287,48,2,2025-10-30T03:40:30.504143+00:00
14LstoOJEpw,29658,0,0,2025-10-30T03:40:30.504146+00:00
16EgfCncHQA,407,5,4,2025-10-30T03:40:30.504149+00:00
16vivf1yXvE,40450,186,0,2025-10-30T03:40:30.504152+00:00
17GA347XCl0,983,0,5,2025-10-30T03:40:30.504155+00:00
17YHnPZE7QM,70765,1015,3,2025-10-30T03:40:30.504158+00:00
18Rg0v94eQI,1673,11,1,2025-10-30T03:40:30.504161+00:00
19MWT7eFhvw,103739,0,31,2025-10-30T03:40:30.504164+00:00
19f2aJJmOQc,363843,24840,202,2025-10-30T03:40:30.504167+00:00
1ANU2Ofz55Q,7422,65,3,2025-10-30T03:40:30.504170+00:00
1AoNroZkSnM,35330,192,0,2025-10-30T03:40:30.504174+00:00
