video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-10-18T03:31:03.150382+00:00
--zrvwYl9UA,7205,0,0,2025-10-18T03:31:03.150404+00:00
-2DjEtjr1xg,84167,319,2,2025-10-18T03:31:03.150409+00:00
-2SeU7hzTVU,10598,393,13,2025-10-18T03:31:03.150412+00:00
-5SF1eXuhAQ,33924,0,1,2025-10-18T03:31:03.150415+00:00
-69vFdMBkmo,9369,78,0,2025-10-18T03:31:03.150418+00:00
-7L2w-ydpi8,214992,1631,52,2025-10-18T03:31:03.150421+00:00
-86iRns7jPg,424990,12873,52,2025-10-18T03:31:03.150427+00:00
-8GzVl6LESo,459,6,0,2025-10-18T03:31:03.150431+00:00
-8if4etcKzc,3631,86,0,2025-10-18T03:31:03.150437+00:00
-8wJ9p4zftA,4349,75,0,2025-10-18T03:31:03.150440+00:00
-8zDdhCwfsU,1252927,11047,0,2025-10-18T03:31:03.150443+00:00
-9eJ-YAB0uY,23689,2468,4,2025-10-18T03:31:03.150445+00:00
-A_TIvqlD48,368932,4766,137,2025-10-18T03:31:03.150448+00:00
-A_bpISupok,30,4,0,2025-10-18T03:31:03.150450+00:00
-BNcQeMQFg4,100212,2498,1184,2025-10-18T03:31:03.150453+00:00
-BgjhW_wVMw,27564,697,22,2025-10-18T03:31:03.150456+00:00
-C0OzhGSfng,329624,4949,14,2025-10-18T03:31:03.150460+00:00
-CCavyfCsfo,481,4,1,2025-10-18T03:31:03.150463+00:00
-Ehk4pUbAf8,1242,7,3,2025-10-18T03:31:03.150465+00:00
-Hs-cO7I0Z4,35679,202,0,2025-10-18T03:31:03.150468+00:00
-J9QRMI80FE,9115,56,1,2025-10-18T03:31:03.150470+00:00
-JCWbG-e85w,5005,28,0,2025-10-18T03:31:03.150473+00:00
-KZbXmfVCIA,1288,14,1,2025-10-18T03:31:03.150475+00:00
-Matyw24dSk,26844,164,0,2025-10-18T03:31:03.150478+00:00
-MqcV2RGlfA,1982,43,0,2025-10-18T03:31:03.150480+00:00
-MsSkX_PjbE,78062,6594,244,2025-10-18T03:31:03.150483+00:00
-PG2RHXI_3k,33591,514,0,2025-10-18T03:31:03.150485+00:00
-PHcunhDhXU,1123,18,0,2025-10-18T03:31:03.150487+00:00
-QRQbNUsAOg,2916,12,0,2025-10-18T03:31:03.150490+00:00
-Qw3V9IB4Po,16631,56,0,2025-10-18T03:31:03.150492+00:00
-RM9hmcSnMA,280,9,2,2025-10-18T03:31:03.150495+00:00
-TTNgjfkKtA,282254,1543,0,2025-10-18T03:31:03.150499+00:00
-ThLS10RUNY,168098,698,0,2025-10-18T03:31:03.150501+00:00
-Thuc8jYlKw,49650,80,0,2025-10-18T03:31:03.150504+00:00
-Tq5x61gai8,480298,15752,337,2025-10-18T03:31:03.150506+00:00
-VZvel6ALTM,9169,144,1,2025-10-18T03:31:03.150509+00:00
-Wn33rSj9Gs,128035,3560,9,2025-10-18T03:31:03.150511+00:00
-c-s2GO8sh4,1901,24,1,2025-10-18T03:31:03.150513+00:00
-c61A6-JkhE,967,27,7,2025-10-18T03:31:03.150516+00:00
-d8qVgK3xNw,8507,0,0,2025-10-18T03:31:03.150518+00:00
-fMRQw-GUCs,1203,0,1,2025-10-18T03:31:03.150521+00:00
-gEW4m9qaOE,17586,106,1,2025-10-18T03:31:03.150523+00:00
-geu_dfJoBY,258,6,2,2025-10-18T03:31:03.150525+00:00
-ha8pd0qLgY,76721,104,1,2025-10-18T03:31:03.150528+00:00
-heehDW7VUg,24434,337,0,2025-10-18T03:31:03.150530+00:00
-jTiCkLpbdE,937,30,0,2025-10-18T03:31:03.150533+00:00
-lBxERmKBgw,40959,554,0,2025-10-18T03:31:03.150535+00:00
-mtaR_eH6Lw,987,23,0,2025-10-18T03:31:03.740648+00:00
-o5BZw5hg-0,5989364,95166,91,2025-10-18T03:31:03.740666+00:00
-q11rFZ7z9w,1781,41,0,2025-10-18T03:31:03.740669+00:00
-q2XrVwrTHQ,36657,199,0,2025-10-18T03:31:03.740672+00:00
-qJ1234CIzs,4389,580,1,2025-10-18T03:31:03.740675+00:00
-qZ14tRjFS8,17366,1117,16,2025-10-18T03:31:03.740678+00:00
-tRHxHZsQ8A,24807,0,38,2025-10-18T03:31:03.740681+00:00
-tYsc8KEXcU,838172,5453,19,2025-10-18T03:31:03.740684+00:00
-t_lurEiSfw,2533,46,0,2025-10-18T03:31:03.740686+00:00
-u5qcayZ0Vk,1073,4,0,2025-10-18T03:31:03.740689+00:00
-vR09a0uW7Y,27788,291,0,2025-10-18T03:31:03.740691+00:00
-vfpPa-nptU,1148,8,0,2025-10-18T03:31:03.740694+00:00
-yBoeycdnRA,3303,189,7,2025-10-18T03:31:03.740697+00:00
-yPrfCKAA0U,9260,361,0,2025-10-18T03:31:03.740699+00:00
-ybakd9oJcg,49129,161,15,2025-10-18T03:31:03.740702+00:00
-ztbkBAgXDk,873,21,0,2025-10-18T03:31:03.740704+00:00
00eFG4NGVtQ,20921,126,1,2025-10-18T03:31:03.740707+00:00
05UrwdOCUJ8,2881,25,1,2025-10-18T03:31:03.740710+00:00
06EPIRoocE4,87722,739,0,2025-10-18T03:31:03.740713+00:00
07lCoi5VzBk,659267,0,89,2025-10-18T03:31:03.740715+00:00
0AXs2oQibHU,2058,13,4,2025-10-18T03:31:03.740718+00:00
