video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-09T03:41:29.195963+00:00
--zrvwYl9UA,7245,0,0,2025-11-09T03:41:29.195987+00:00
-2DjEtjr1xg,84284,318,2,2025-11-09T03:41:29.195991+00:00
-2SeU7hzTVU,12831,486,18,2025-11-09T03:41:29.195994+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-09T03:41:29.195996+00:00
-69vFdMBkmo,9448,81,0,2025-11-09T03:41:29.195999+00:00
-7L2w-ydpi8,320271,2321,62,2025-11-09T03:41:29.196002+00:00
-86iRns7jPg,502987,14434,56,2025-11-09T03:41:29.196010+00:00
-8GzVl6LESo,459,6,0,2025-11-09T03:41:29.196014+00:00
-8if4etcKzc,3635,86,0,2025-11-09T03:41:29.196018+00:00
-8wJ9p4zftA,4606,79,0,2025-11-09T03:41:29.196020+00:00
-8zDdhCwfsU,1269412,11255,0,2025-11-09T03:41:29.196023+00:00
-9eJ-YAB0uY,24029,2471,4,2025-11-09T03:41:29.196026+00:00
-A_TIvqlD48,440882,5679,156,2025-11-09T03:41:29.196029+00:00
-A_bpISupok,45,4,0,2025-11-09T03:41:29.196031+00:00
-BNcQeMQFg4,101309,2506,1154,2025-11-09T03:41:29.196034+00:00
-BgjhW_wVMw,30512,747,23,2025-11-09T03:41:29.196036+00:00
-C0OzhGSfng,355360,5251,12,2025-11-09T03:41:29.196039+00:00
-CCavyfCsfo,482,4,1,2025-11-09T03:41:29.196041+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-09T03:41:29.196044+00:00
-Hs-cO7I0Z4,37717,224,0,2025-11-09T03:41:29.196046+00:00
-J9QRMI80FE,9261,57,1,2025-11-09T03:41:29.196049+00:00
-JCWbG-e85w,5007,28,0,2025-11-09T03:41:29.196051+00:00
-KZbXmfVCIA,1444,17,1,2025-11-09T03:41:29.196054+00:00
-Matyw24dSk,28057,169,0,2025-11-09T03:41:29.196056+00:00
-MqcV2RGlfA,2126,46,0,2025-11-09T03:41:29.196059+00:00
-MsSkX_PjbE,79849,6823,250,2025-11-09T03:41:29.196061+00:00
-PG2RHXI_3k,35560,546,1,2025-11-09T03:41:29.196064+00:00
-PHcunhDhXU,1221,19,0,2025-11-09T03:41:29.196067+00:00
-QRQbNUsAOg,2917,12,0,2025-11-09T03:41:29.196069+00:00
-Qw3V9IB4Po,17284,56,0,2025-11-09T03:41:29.196072+00:00
-RM9hmcSnMA,312,15,3,2025-11-09T03:41:29.196074+00:00
-TTNgjfkKtA,284674,1553,0,2025-11-09T03:41:29.196285+00:00
-ThLS10RUNY,171556,706,0,2025-11-09T03:41:29.196288+00:00
-Thuc8jYlKw,50407,82,0,2025-11-09T03:41:29.196291+00:00
-Tq5x61gai8,593202,18875,390,2025-11-09T03:41:29.196293+00:00
-VZvel6ALTM,9202,148,1,2025-11-09T03:41:29.196296+00:00
-Wn33rSj9Gs,150427,3938,10,2025-11-09T03:41:29.196298+00:00
-c-s2GO8sh4,1912,24,1,2025-11-09T03:41:29.196301+00:00
-c61A6-JkhE,983,27,7,2025-11-09T03:41:29.196303+00:00
-d8qVgK3xNw,8584,0,0,2025-11-09T03:41:29.196306+00:00
-fMRQw-GUCs,1212,0,1,2025-11-09T03:41:29.196308+00:00
-geu_dfJoBY,261,6,2,2025-11-09T03:41:29.196311+00:00
-ha8pd0qLgY,77061,104,1,2025-11-09T03:41:29.196313+00:00
-heehDW7VUg,24538,337,0,2025-11-09T03:41:29.196315+00:00
-jTiCkLpbdE,946,30,0,2025-11-09T03:41:29.196318+00:00
-lBxERmKBgw,42757,582,0,2025-11-09T03:41:29.196321+00:00
-mtaR_eH6Lw,1172,26,0,2025-11-09T03:41:29.791622+00:00
-o5BZw5hg-0,5993650,95134,85,2025-11-09T03:41:29.791639+00:00
-q11rFZ7z9w,1850,42,0,2025-11-09T03:41:29.791643+00:00
-q2XrVwrTHQ,36739,202,0,2025-11-09T03:41:29.791645+00:00
-qJ1234CIzs,4448,581,1,2025-11-09T03:41:29.791648+00:00
-qZ14tRjFS8,25934,1428,16,2025-11-09T03:41:29.791651+00:00
-tRHxHZsQ8A,27349,0,45,2025-11-09T03:41:29.791654+00:00
-tYsc8KEXcU,843676,5472,19,2025-11-09T03:41:29.791656+00:00
-t_lurEiSfw,2549,46,0,2025-11-09T03:41:29.791659+00:00
-u5qcayZ0Vk,1109,6,0,2025-11-09T03:41:29.791661+00:00
-vR09a0uW7Y,27924,290,0,2025-11-09T03:41:29.791664+00:00
-vfpPa-nptU,1148,8,0,2025-11-09T03:41:29.791666+00:00
-yBoeycdnRA,4406,222,7,2025-11-09T03:41:29.791669+00:00
-yPrfCKAA0U,9279,362,0,2025-11-09T03:41:29.791672+00:00
-ybakd9oJcg,56488,186,17,2025-11-09T03:41:29.791675+00:00
-ztbkBAgXDk,873,21,0,2025-11-09T03:41:29.791677+00:00
00eFG4NGVtQ,21143,129,1,2025-11-09T03:41:29.791679+00:00
05UrwdOCUJ8,2900,26,1,2025-11-09T03:41:29.791682+00:00
06EPIRoocE4,88426,748,0,2025-11-09T03:41:29.791685+00:00
07lCoi5VzBk,845058,0,93,2025-11-09T03:41:29.791687+00:00
0AXs2oQibHU,2134,14,4,2025-11-09T03:41:29.791690+00:00
0Aocf08QAx8,44879,206,7,2025-11-09T03:41:29.791692+00:00
0CTEWKW00a8,97156,1060,10,2025-11-09T03:41:29.791694+00:00
0EHvq4GDpIU,913,6,0,2025-11-09T03:41:29.791697+00:00
0FfD4Jw_tOM,699,47,31,2025-11-09T03:41:29.791699+00:00
0GHtW_sGntA,2162,0,0,2025-11-09T03:41:29.791701+00:00
0Hpt0iHxHnA,20690,1151,15,2025-11-09T03:41:29.791704+00:00
0I8SGyTjkxw,1643,0,0,2025-11-09T03:41:29.791706+00:00
0IazBZGi5Fw,26487,456,4,2025-11-09T03:41:29.791708+00:00
0MZnrlV5aCM,1095,10,0,2025-11-09T03:41:29.791711+00:00
0NOyBjy9ZbY,10070,70,1,2025-11-09T03:41:29.791714+00:00
0Ne8-SZ8cVA,17042,239,1,2025-11-09T03:41:29.791716+00:00
0OM6M6VgqMQ,21173,93,0,2025-11-09T03:41:29.791718+00:00
0RpIobgpxt0,8676,58,0,2025-11-09T03:41:29.791721+00:00
0UrO6vzc-9w,85538,1436,487,2025-11-09T03:41:29.791723+00:00
0VWshLxxzus,782,23,2,2025-11-09T03:41:29.791725+00:00
0WBX_aH0KcM,1223,15,0,2025-11-09T03:41:29.791728+00:00
0WVBkBr3tQw,1039,15,3,2025-11-09T03:41:29.791730+00:00
0Yajy17EwUU,20872,84,1,2025-11-09T03:41:29.791732+00:00
0ZosorsSUtI,1030,16,0,2025-11-09T03:41:29.791734+00:00
0Ztma0ilRZo,29402,568,0,2025-11-09T03:41:29.791739+00:00
0ZvWOutwR6o,168,12,0,2025-11-09T03:41:29.791742+00:00
0aIilaSuSb4,5211,186,0,2025-11-09T03:41:29.791744+00:00
0ba0PK1rH_M,57285,0,0,2025-11-09T03:41:29.791746+00:00
0beL5ZLNGQs,16,3,0,2025-11-09T03:41:29.791749+00:00
0ckCkO6xEHU,1562,0,0,2025-11-09T03:41:29.791751+00:00
0dXNXHnUzb8,1517,6,2,2025-11-09T03:41:29.791753+00:00
0fDkTxxH-4c,1624,61,2,2025-11-09T03:41:29.791756+00:00
0foLK5KSg6E,5686,135,80,2025-11-09T03:41:30.434513+00:00
0jMC9TK0VvA,3,0,0,2025-11-09T03:41:30.434531+00:00
0jXXApEoKKY,118705,3778,21,2025-11-09T03:41:30.434535+00:00
0ksCDMPt7M0,29067,136,0,2025-11-09T03:41:30.434538+00:00
0lEvUcWh_dY,1792,15,1,2025-11-09T03:41:30.434541+00:00
0lPeL4UlrlM,17084,59,0,2025-11-09T03:41:30.434543+00:00
0loPyfQXe-o,44200,76,0,2025-11-09T03:41:30.434546+00:00
0mLG_jpdo5w,37013,815,15,2025-11-09T03:41:30.434549+00:00
0mW2KivdmQg,2433,0,2,2025-11-09T03:41:30.434551+00:00
0mdrl0qZ9hs,1169,15,1,2025-11-09T03:41:30.434553+00:00
0p48us-OQkE,17692,91,1,2025-11-09T03:41:30.434556+00:00
0qvc_KGRkyQ,8133,27,0,2025-11-09T03:41:30.434558+00:00
0tPWgRrYt6s,13159,60,0,2025-11-09T03:41:30.434561+00:00
0tc1JCRAW9E,1836,25,3,2025-11-09T03:41:30.434563+00:00
0xYRUHw9pyc,230,4,0,2025-11-09T03:41:30.434566+00:00
0xnuGzh6Vls,5790,130,0,2025-11-09T03:41:30.434569+00:00
1-1TAUx7Zmg,1302,0,0,2025-11-09T03:41:30.434571+00:00
1-PIqAFckAA,4801,0,0,2025-11-09T03:41:30.434573+00:00
1-vWDglS1Hs,17102,214,1,2025-11-09T03:41:30.434576+00:00
12nje3JeoX0,36361,169,2,2025-11-09T03:41:30.434578+00:00
13-Qd2I0nY8,24504,260,1,2025-11-09T03:41:30.434580+00:00
145w0_HPO8Q,59,12,2,2025-11-09T03:41:30.434583+00:00
14AJAXYiu-U,44287,48,2,2025-11-09T03:41:30.434585+00:00
14LstoOJEpw,29839,0,0,2025-11-09T03:41:30.434587+00:00
16EgfCncHQA,407,5,4,2025-11-09T03:41:30.434589+00:00
16vivf1yXvE,40462,186,0,2025-11-09T03:41:30.434592+00:00
17GA347XCl0,986,0,5,2025-11-09T03:41:30.434594+00:00
17YHnPZE7QM,70798,1015,3,2025-11-09T03:41:30.434597+00:00
18Rg0v94eQI,1687,11,1,2025-11-09T03:41:30.434599+00:00
19MWT7eFhvw,105394,0,31,2025-11-09T03:41:30.434601+00:00
19f2aJJmOQc,426031,27728,214,2025-11-09T03:41:30.434604+00:00
1ANU2Ofz55Q,7427,65,3,2025-11-09T03:41:30.434608+00:00
1AoNroZkSnM,35332,192,0,2025-11-09T03:41:30.434611+00:00
1BjNC4ljVNk,1381,27,0,2025-11-09T03:41:30.434614+00:00
1CopGTCxZNQ,6355,544,36,2025-11-09T03:41:30.434617+00:00
1Dtsu5D45L0,6962,424,0,2025-11-09T03:41:30.434619+00:00
1E-yR6xWbI4,1456,9,0,2025-11-09T03:41:30.434621+00:00
1EpQmbXtt2o,439845,4677,203,2025-11-09T03:41:30.434624+00:00
1G9PGI9NZ7k,190053,2555,39,2025-11-09T03:41:30.434626+00:00
1G_BRUdvC0A,359,34,7,2025-11-09T03:41:30.434628+00:00
1Ge9GUP9nZg,17542,33,1,2025-11-09T03:41:30.434630+00:00
1HWxkjo4dE0,3052386,40705,25,2025-11-09T03:41:30.434633+00:00
1IY6QVQHepE,193,0,0,2025-11-09T03:41:30.434635+00:00
1Nc9uSW3Tuw,53761,1034,5,2025-11-09T03:41:30.434637+00:00
1O2cI5_79Ms,1224,20,0,2025-11-09T03:41:30.434640+00:00
1OEBHRlduaE,7915,126,0,2025-11-09T03:41:30.434642+00:00
1OVMIr3OsGk,1255073,13441,55,2025-11-09T03:41:30.434644+00:00
1OWx3cdxOkA,13871,1124,19,2025-11-09T03:41:30.434646+00:00
1SGvQG8RDrs,12076,40,0,2025-11-09T03:41:30.434649+00:00
1TkdJ4L3Sfw,19185,784,23,2025-11-09T03:41:31.051450+00:00
