video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-07T03:41:06.990449+00:00
--zrvwYl9UA,7245,0,0,2025-11-07T03:41:06.990473+00:00
-2DjEtjr1xg,84280,318,2,2025-11-07T03:41:06.990477+00:00
-2SeU7hzTVU,12807,486,18,2025-11-07T03:41:06.990480+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-07T03:41:06.990483+00:00
-69vFdMBkmo,9446,81,0,2025-11-07T03:41:06.990487+00:00
-7L2w-ydpi8,316981,2309,62,2025-11-07T03:41:06.990489+00:00
-86iRns7jPg,500466,14378,56,2025-11-07T03:41:06.990496+00:00
-8GzVl6LESo,459,6,0,2025-11-07T03:41:06.990499+00:00
-8if4etcKzc,3635,86,0,2025-11-07T03:41:06.990502+00:00
-8wJ9p4zftA,4595,79,0,2025-11-07T03:41:06.990505+00:00
-8zDdhCwfsU,1269337,11256,0,2025-11-07T03:41:06.990507+00:00
-9eJ-YAB0uY,24005,2472,4,2025-11-07T03:41:06.990510+00:00
-A_TIvqlD48,438078,5627,156,2025-11-07T03:41:06.990513+00:00
-A_bpISupok,45,4,0,2025-11-07T03:41:06.990516+00:00
-BNcQeMQFg4,101275,2506,1154,2025-11-07T03:41:06.990520+00:00
-BgjhW_wVMw,30441,747,23,2025-11-07T03:41:06.990523+00:00
-C0OzhGSfng,355330,5251,12,2025-11-07T03:41:06.990526+00:00
-CCavyfCsfo,482,4,1,2025-11-07T03:41:06.990528+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-07T03:41:06.990531+00:00
-Hs-cO7I0Z4,37699,224,0,2025-11-07T03:41:06.990533+00:00
-J9QRMI80FE,9261,57,1,2025-11-07T03:41:06.990536+00:00
-JCWbG-e85w,5007,28,0,2025-11-07T03:41:06.990538+00:00
-KZbXmfVCIA,1435,17,1,2025-11-07T03:41:06.990540+00:00
-Matyw24dSk,27959,169,0,2025-11-07T03:41:06.990543+00:00
-MqcV2RGlfA,2123,46,0,2025-11-07T03:41:06.990545+00:00
-MsSkX_PjbE,79832,6822,250,2025-11-07T03:41:06.990548+00:00
-PG2RHXI_3k,35548,545,1,2025-11-07T03:41:06.990550+00:00
-PHcunhDhXU,1139,18,0,2025-11-07T03:41:06.990553+00:00
-QRQbNUsAOg,2917,12,0,2025-11-07T03:41:06.990555+00:00
-Qw3V9IB4Po,17284,56,0,2025-11-07T03:41:06.990557+00:00
-RM9hmcSnMA,312,15,3,2025-11-07T03:41:06.990560+00:00
-TTNgjfkKtA,284600,1551,0,2025-11-07T03:41:06.990767+00:00
-ThLS10RUNY,171535,707,0,2025-11-07T03:41:06.990770+00:00
-Thuc8jYlKw,50401,82,0,2025-11-07T03:41:06.990773+00:00
-Tq5x61gai8,585191,18646,382,2025-11-07T03:41:06.990776+00:00
-VZvel6ALTM,9202,148,1,2025-11-07T03:41:06.990778+00:00
-Wn33rSj9Gs,150189,3931,10,2025-11-07T03:41:06.990781+00:00
-c-s2GO8sh4,1908,24,1,2025-11-07T03:41:06.990783+00:00
-c61A6-JkhE,983,27,7,2025-11-07T03:41:06.990785+00:00
-d8qVgK3xNw,8582,0,0,2025-11-07T03:41:06.990788+00:00
-fMRQw-GUCs,1212,0,1,2025-11-07T03:41:06.990791+00:00
