video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-27T03:42:51.986099+00:00
--zrvwYl9UA,7248,0,0,2025-11-27T03:42:51.986118+00:00
-2DjEtjr1xg,84323,318,2,2025-11-27T03:42:51.986122+00:00
-2SeU7hzTVU,12989,490,18,2025-11-27T03:42:51.986127+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-27T03:42:51.986130+00:00
-69vFdMBkmo,9460,82,0,2025-11-27T03:42:51.986133+00:00
-7L2w-ydpi8,323876,2306,63,2025-11-27T03:42:51.986136+00:00
-86iRns7jPg,524785,14902,59,2025-11-27T03:42:51.986142+00:00
-8GzVl6LESo,459,6,0,2025-11-27T03:42:51.986145+00:00
-8if4etcKzc,3635,85,0,2025-11-27T03:42:51.986148+00:00
-8wJ9p4zftA,4678,80,0,2025-11-27T03:42:51.986151+00:00
-8zDdhCwfsU,1269660,11242,0,2025-11-27T03:42:51.986154+00:00
-9eJ-YAB0uY,24092,2470,4,2025-11-27T03:42:51.986156+00:00
-A_TIvqlD48,446981,5815,160,2025-11-27T03:42:51.986159+00:00
-A_bpISupok,47,4,0,2025-11-27T03:42:51.986161+00:00
-BNcQeMQFg4,101465,2504,1151,2025-11-27T03:42:51.986163+00:00
-BgjhW_wVMw,31132,756,23,2025-11-27T03:42:51.986166+00:00
-C0OzhGSfng,355452,5244,12,2025-11-27T03:42:51.986168+00:00
-CCavyfCsfo,482,4,1,2025-11-27T03:42:51.986171+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-27T03:42:51.986173+00:00
-Hs-cO7I0Z4,37816,222,0,2025-11-27T03:42:51.986176+00:00
-J9QRMI80FE,9264,57,1,2025-11-27T03:42:51.986178+00:00
-JCWbG-e85w,5007,28,0,2025-11-27T03:42:51.986181+00:00
-KZbXmfVCIA,1450,17,1,2025-11-27T03:42:51.986183+00:00
-Matyw24dSk,28286,169,0,2025-11-27T03:42:51.986185+00:00
-MqcV2RGlfA,2128,46,0,2025-11-27T03:42:51.986188+00:00
-MsSkX_PjbE,79898,6826,251,2025-11-27T03:42:51.986190+00:00
-PG2RHXI_3k,35785,546,1,2025-11-27T03:42:51.986193+00:00
-PHcunhDhXU,1239,19,0,2025-11-27T03:42:51.986195+00:00
-QRQbNUsAOg,2917,12,0,2025-11-27T03:42:51.986197+00:00
-Qw3V9IB4Po,17304,56,0,2025-11-27T03:42:51.986200+00:00
-RM9hmcSnMA,321,17,3,2025-11-27T03:42:51.986202+00:00
-TTNgjfkKtA,285340,1551,0,2025-11-27T03:42:51.986204+00:00
-ThLS10RUNY,171617,703,0,2025-11-27T03:42:51.986423+00:00
-Thuc8jYlKw,50450,82,0,2025-11-27T03:42:51.986427+00:00
-Tq5x61gai8,645462,20609,425,2025-11-27T03:42:51.986429+00:00
-VZvel6ALTM,9205,148,1,2025-11-27T03:42:51.986432+00:00
-Wn33rSj9Gs,151497,3952,9,2025-11-27T03:42:51.986435+00:00
-c-s2GO8sh4,1913,24,1,2025-11-27T03:42:51.986437+00:00
-c61A6-JkhE,985,26,7,2025-11-27T03:42:51.986439+00:00
-d8qVgK3xNw,8584,0,0,2025-11-27T03:42:51.986442+00:00
-fMRQw-GUCs,1212,0,1,2025-11-27T03:42:51.986444+00:00
-geu_dfJoBY,261,6,2,2025-11-27T03:42:51.986447+00:00
-ha8pd0qLgY,77071,103,1,2025-11-27T03:42:51.986449+00:00
-heehDW7VUg,24550,336,0,2025-11-27T03:42:51.986452+00:00
-jTiCkLpbdE,946,30,0,2025-11-27T03:42:51.986454+00:00
-lBxERmKBgw,45992,605,0,2025-11-27T03:42:51.986456+00:00
-mtaR_eH6Lw,1351,28,0,2025-11-27T03:42:52.593090+00:00
-o5BZw5hg-0,5994022,95041,83,2025-11-27T03:42:52.593107+00:00
-q11rFZ7z9w,1850,42,0,2025-11-27T03:42:52.593111+00:00
-q2XrVwrTHQ,36746,202,0,2025-11-27T03:42:52.593114+00:00
-qJ1234CIzs,4573,588,1,2025-11-27T03:42:52.593116+00:00
-qZ14tRjFS8,26232,1429,16,2025-11-27T03:42:52.593119+00:00
-tRHxHZsQ8A,30081,0,47,2025-11-27T03:42:52.593122+00:00
-tYsc8KEXcU,844043,5462,19,2025-11-27T03:42:52.593124+00:00
-t_lurEiSfw,2550,45,0,2025-11-27T03:42:52.593127+00:00
-u5qcayZ0Vk,1114,6,0,2025-11-27T03:42:52.593129+00:00
-vR09a0uW7Y,27933,289,0,2025-11-27T03:42:52.593132+00:00
-vfpPa-nptU,1148,8,0,2025-11-27T03:42:52.593134+00:00
-yBoeycdnRA,5035,247,8,2025-11-27T03:42:52.593137+00:00
-yPrfCKAA0U,9280,360,0,2025-11-27T03:42:52.593140+00:00
-ybakd9oJcg,56868,186,17,2025-11-27T03:42:52.593142+00:00
-ztbkBAgXDk,873,21,0,2025-11-27T03:42:52.593145+00:00
00eFG4NGVtQ,21187,129,1,2025-11-27T03:42:52.593147+00:00
05UrwdOCUJ8,2904,26,1,2025-11-27T03:42:52.593150+00:00
06EPIRoocE4,88426,746,0,2025-11-27T03:42:52.593152+00:00
07lCoi5VzBk,1073167,0,102,2025-11-27T03:42:52.593155+00:00
0AXs2oQibHU,2139,14,4,2025-11-27T03:42:52.593157+00:00
0Aocf08QAx8,44882,206,7,2025-11-27T03:42:52.593160+00:00
0CTEWKW00a8,97969,1062,10,2025-11-27T03:42:52.593162+00:00
0EHvq4GDpIU,913,6,0,2025-11-27T03:42:52.593164+00:00
0FfD4Jw_tOM,703,47,31,2025-11-27T03:42:52.593167+00:00
0GHtW_sGntA,2162,0,0,2025-11-27T03:42:52.593169+00:00
0Hpt0iHxHnA,21386,1159,15,2025-11-27T03:42:52.593171+00:00
0I8SGyTjkxw,1657,0,0,2025-11-27T03:42:52.593174+00:00
0IazBZGi5Fw,26541,458,4,2025-11-27T03:42:52.593176+00:00
0MZnrlV5aCM,1095,10,0,2025-11-27T03:42:52.593179+00:00
0NOyBjy9ZbY,10097,67,1,2025-11-27T03:42:52.593181+00:00
0Ne8-SZ8cVA,17148,239,1,2025-11-27T03:42:52.593186+00:00
0OM6M6VgqMQ,21180,93,0,2025-11-27T03:42:52.593189+00:00
0RpIobgpxt0,8679,58,0,2025-11-27T03:42:52.593191+00:00
0UrO6vzc-9w,85556,1435,486,2025-11-27T03:42:52.593193+00:00
0VWshLxxzus,784,23,2,2025-11-27T03:42:52.593196+00:00
0WBX_aH0KcM,1227,15,0,2025-11-27T03:42:52.593198+00:00
0WVBkBr3tQw,1045,15,5,2025-11-27T03:42:52.593200+00:00
0Yajy17EwUU,20872,82,1,2025-11-27T03:42:52.593202+00:00
0ZosorsSUtI,1030,16,0,2025-11-27T03:42:52.593205+00:00
0Ztma0ilRZo,29420,567,0,2025-11-27T03:42:52.593236+00:00
0ZvWOutwR6o,168,11,0,2025-11-27T03:42:52.593240+00:00
0aIilaSuSb4,5211,186,0,2025-11-27T03:42:52.593243+00:00
0ba0PK1rH_M,57292,0,0,2025-11-27T03:42:52.593245+00:00
0beL5ZLNGQs,16,3,0,2025-11-27T03:42:52.593247+00:00
0ckCkO6xEHU,1562,0,0,2025-11-27T03:42:52.593250+00:00
0dXNXHnUzb8,1517,6,2,2025-11-27T03:42:52.593253+00:00
0fDkTxxH-4c,1624,61,2,2025-11-27T03:42:52.593255+00:00
0foLK5KSg6E,5760,136,81,2025-11-27T03:42:53.254830+00:00
0jMC9TK0VvA,4,0,0,2025-11-27T03:42:53.254847+00:00
0jXXApEoKKY,121575,3834,18,2025-11-27T03:42:53.254850+00:00
0ksCDMPt7M0,29073,136,0,2025-11-27T03:42:53.254853+00:00
0lEvUcWh_dY,1792,15,1,2025-11-27T03:42:53.254856+00:00
0lPeL4UlrlM,17084,59,0,2025-11-27T03:42:53.254859+00:00
0loPyfQXe-o,44205,76,0,2025-11-27T03:42:53.254861+00:00
0mLG_jpdo5w,37296,821,15,2025-11-27T03:42:53.254864+00:00
0mW2KivdmQg,2441,0,2,2025-11-27T03:42:53.254866+00:00
0mdrl0qZ9hs,1169,15,1,2025-11-27T03:42:53.254869+00:00
0p48us-OQkE,17695,91,1,2025-11-27T03:42:53.254871+00:00
0qvc_KGRkyQ,8137,27,0,2025-11-27T03:42:53.254874+00:00
0tPWgRrYt6s,13164,60,0,2025-11-27T03:42:53.254876+00:00
0tc1JCRAW9E,1837,25,3,2025-11-27T03:42:53.254878+00:00
0xYRUHw9pyc,318,7,0,2025-11-27T03:42:53.254881+00:00
0xnuGzh6Vls,5815,130,0,2025-11-27T03:42:53.254884+00:00
1-1TAUx7Zmg,1302,0,0,2025-11-27T03:42:53.254886+00:00
1-PIqAFckAA,4801,0,0,2025-11-27T03:42:53.254889+00:00
1-vWDglS1Hs,17211,214,1,2025-11-27T03:42:53.254891+00:00
12nje3JeoX0,36370,169,0,2025-11-27T03:42:53.254894+00:00
13-Qd2I0nY8,24521,260,1,2025-11-27T03:42:53.254896+00:00
145w0_HPO8Q,63,12,2,2025-11-27T03:42:53.254898+00:00
14AJAXYiu-U,44287,48,2,2025-11-27T03:42:53.254904+00:00
14LstoOJEpw,29970,0,0,2025-11-27T03:42:53.254906+00:00
16EgfCncHQA,407,5,4,2025-11-27T03:42:53.254909+00:00
16vivf1yXvE,40491,182,0,2025-11-27T03:42:53.254911+00:00
17GA347XCl0,991,0,5,2025-11-27T03:42:53.254913+00:00
17YHnPZE7QM,70828,1015,3,2025-11-27T03:42:53.254916+00:00
18Rg0v94eQI,1715,11,1,2025-11-27T03:42:53.254919+00:00
19MWT7eFhvw,106211,0,31,2025-11-27T03:42:53.254921+00:00
19f2aJJmOQc,522914,32994,249,2025-11-27T03:42:53.254924+00:00
