video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-10-19T03:47:50.461981+00:00
--zrvwYl9UA,7216,0,0,2025-10-19T03:47:50.462004+00:00
-2DjEtjr1xg,84194,319,2,2025-10-19T03:47:50.462008+00:00
-2SeU7hzTVU,11119,423,13,2025-10-19T03:47:50.462012+00:00
-5SF1eXuhAQ,33946,0,1,2025-10-19T03:47:50.462015+00:00
-69vFdMBkmo,9381,80,0,2025-10-19T03:47:50.462018+00:00
-7L2w-ydpi8,223566,1668,56,2025-10-19T03:47:50.462021+00:00
-86iRns7jPg,443009,13208,53,2025-10-19T03:47:50.462028+00:00
-8GzVl6LESo,459,6,0,2025-10-19T03:47:50.462031+00:00
-8if4etcKzc,3631,86,0,2025-10-19T03:47:50.462037+00:00
-8wJ9p4zftA,4369,76,0,2025-10-19T03:47:50.462039+00:00
-8zDdhCwfsU,1256799,11105,0,2025-10-19T03:47:50.462042+00:00
-9eJ-YAB0uY,23737,2469,4,2025-10-19T03:47:50.462045+00:00
-A_TIvqlD48,376601,4853,139,2025-10-19T03:47:50.462048+00:00
-A_bpISupok,32,4,0,2025-10-19T03:47:50.462050+00:00
-BNcQeMQFg4,100498,2502,1187,2025-10-19T03:47:50.462053+00:00
-BgjhW_wVMw,28238,716,22,2025-10-19T03:47:50.462055+00:00
-C0OzhGSfng,350585,5206,14,2025-10-19T03:47:50.462057+00:00
-CCavyfCsfo,481,4,1,2025-10-19T03:47:50.462060+00:00
-Ehk4pUbAf8,1242,7,3,2025-10-19T03:47:50.462063+00:00
-Hs-cO7I0Z4,35888,205,0,2025-10-19T03:47:50.462065+00:00
-J9QRMI80FE,9169,56,1,2025-10-19T03:47:50.462067+00:00
-JCWbG-e85w,5005,28,0,2025-10-19T03:47:50.462070+00:00
-KZbXmfVCIA,1289,15,1,2025-10-19T03:47:50.462072+00:00
-Matyw24dSk,26968,166,0,2025-10-19T03:47:50.462075+00:00
-MqcV2RGlfA,1989,43,0,2025-10-19T03:47:50.462077+00:00
-MsSkX_PjbE,78394,6644,246,2025-10-19T03:47:50.462080+00:00
