video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-12-03T03:48:48.472336+00:00
--zrvwYl9UA,7248,0,0,2025-12-03T03:48:48.472402+00:00
-2DjEtjr1xg,84324,318,2,2025-12-03T03:48:48.472407+00:00
-2SeU7hzTVU,13009,492,18,2025-12-03T03:48:48.472413+00:00
-5SF1eXuhAQ,34088,0,1,2025-12-03T03:48:48.472417+00:00
-69vFdMBkmo,9463,82,0,2025-12-03T03:48:48.472420+00:00
-7L2w-ydpi8,324260,2302,64,2025-12-03T03:48:48.472424+00:00
-86iRns7jPg,527303,14967,59,2025-12-03T03:48:48.472431+00:00
-8GzVl6LESo,459,6,0,2025-12-03T03:48:48.472435+00:00
-8if4etcKzc,3635,85,0,2025-12-03T03:48:48.472439+00:00
-8wJ9p4zftA,4692,80,0,2025-12-03T03:48:48.472442+00:00
-8zDdhCwfsU,1269696,11239,0,2025-12-03T03:48:48.472445+00:00
-9eJ-YAB0uY,24108,2470,4,2025-12-03T03:48:48.472449+00:00
-A_TIvqlD48,447763,5837,161,2025-12-03T03:48:48.472452+00:00
-A_bpISupok,47,4,0,2025-12-03T03:48:48.472455+00:00
-BNcQeMQFg4,101473,2502,1151,2025-12-03T03:48:48.472458+00:00
-BgjhW_wVMw,31186,756,23,2025-12-03T03:48:48.472461+00:00
-C0OzhGSfng,355474,5245,12,2025-12-03T03:48:48.472464+00:00
-CCavyfCsfo,482,4,1,2025-12-03T03:48:48.472468+00:00
-Ehk4pUbAf8,1252,7,3,2025-12-03T03:48:48.472471+00:00
-Hs-cO7I0Z4,37873,222,0,2025-12-03T03:48:48.472474+00:00
-J9QRMI80FE,9265,57,1,2025-12-03T03:48:48.472477+00:00
-JCWbG-e85w,5007,28,0,2025-12-03T03:48:48.472480+00:00
-KZbXmfVCIA,1453,17,1,2025-12-03T03:48:48.472483+00:00
-Matyw24dSk,28295,169,0,2025-12-03T03:48:48.472486+00:00
-MqcV2RGlfA,2128,46,0,2025-12-03T03:48:48.472489+00:00
-MsSkX_PjbE,79909,6826,250,2025-12-03T03:48:48.472492+00:00
-PG2RHXI_3k,35807,545,1,2025-12-03T03:48:48.472496+00:00
-PHcunhDhXU,1244,19,0,2025-12-03T03:48:48.472499+00:00
-QRQbNUsAOg,2917,12,0,2025-12-03T03:48:48.472501+00:00
-Qw3V9IB4Po,17307,56,0,2025-12-03T03:48:48.472504+00:00
-RM9hmcSnMA,322,17,3,2025-12-03T03:48:48.472508+00:00
-TTNgjfkKtA,285466,1551,0,2025-12-03T03:48:48.472717+00:00
-ThLS10RUNY,171619,702,0,2025-12-03T03:48:48.472721+00:00
-Thuc8jYlKw,50455,82,0,2025-12-03T03:48:48.472724+00:00
-Tq5x61gai8,664308,21306,430,2025-12-03T03:48:48.472728+00:00
-VZvel6ALTM,9205,148,1,2025-12-03T03:48:48.472731+00:00
-Wn33rSj9Gs,151878,3957,9,2025-12-03T03:48:48.472734+00:00
-c-s2GO8sh4,1913,24,1,2025-12-03T03:48:48.472737+00:00
-c61A6-JkhE,987,26,7,2025-12-03T03:48:48.472740+00:00
-d8qVgK3xNw,8584,0,0,2025-12-03T03:48:48.472743+00:00
-fMRQw-GUCs,1212,0,1,2025-12-03T03:48:48.472746+00:00
-geu_dfJoBY,261,6,2,2025-12-03T03:48:48.472748+00:00
-ha8pd0qLgY,77071,103,1,2025-12-03T03:48:48.472751+00:00
-heehDW7VUg,24553,336,0,2025-12-03T03:48:48.472754+00:00
-jTiCkLpbdE,946,30,0,2025-12-03T03:48:48.472757+00:00
-lBxERmKBgw,47181,612,0,2025-12-03T03:48:48.472760+00:00
-mtaR_eH6Lw,1411,28,0,2025-12-03T03:48:49.097523+00:00
-o5BZw5hg-0,5994091,95010,83,2025-12-03T03:48:49.097542+00:00
-q11rFZ7z9w,1850,42,0,2025-12-03T03:48:49.097545+00:00
-q2XrVwrTHQ,36748,202,0,2025-12-03T03:48:49.097549+00:00
-qJ1234CIzs,4585,589,1,2025-12-03T03:48:49.097552+00:00
-qZ14tRjFS8,26319,1428,16,2025-12-03T03:48:49.097555+00:00
-tRHxHZsQ8A,30871,0,47,2025-12-03T03:48:49.097558+00:00
-tYsc8KEXcU,844098,5462,19,2025-12-03T03:48:49.097561+00:00
-t_lurEiSfw,2550,45,0,2025-12-03T03:48:49.097564+00:00
-u5qcayZ0Vk,1114,6,0,2025-12-03T03:48:49.097567+00:00
-vR09a0uW7Y,27934,288,0,2025-12-03T03:48:49.097570+00:00
-vfpPa-nptU,1148,8,0,2025-12-03T03:48:49.097574+00:00
-yBoeycdnRA,5221,249,8,2025-12-03T03:48:49.097577+00:00
-yPrfCKAA0U,9280,360,0,2025-12-03T03:48:49.097580+00:00
-ybakd9oJcg,56908,187,17,2025-12-03T03:48:49.097583+00:00
-ztbkBAgXDk,873,21,0,2025-12-03T03:48:49.097586+00:00
00eFG4NGVtQ,21193,129,1,2025-12-03T03:48:49.097589+00:00
05UrwdOCUJ8,2904,26,1,2025-12-03T03:48:49.097592+00:00
06EPIRoocE4,88426,746,0,2025-12-03T03:48:49.097596+00:00
07lCoi5VzBk,1185823,0,104,2025-12-03T03:48:49.097599+00:00
0AXs2oQibHU,2139,14,4,2025-12-03T03:48:49.097602+00:00
0Aocf08QAx8,44882,206,7,2025-12-03T03:48:49.097605+00:00
0CTEWKW00a8,98074,1061,10,2025-12-03T03:48:49.097608+00:00
0EHvq4GDpIU,913,6,0,2025-12-03T03:48:49.097611+00:00
0FfD4Jw_tOM,703,47,31,2025-12-03T03:48:49.097614+00:00
0GHtW_sGntA,2162,0,0,2025-12-03T03:48:49.097617+00:00
0Hpt0iHxHnA,21424,1160,15,2025-12-03T03:48:49.097620+00:00
0I8SGyTjkxw,1658,0,0,2025-12-03T03:48:49.097622+00:00
0IazBZGi5Fw,26544,458,4,2025-12-03T03:48:49.097625+00:00
0MZnrlV5aCM,1095,10,0,2025-12-03T03:48:49.097628+00:00
0NOyBjy9ZbY,10102,67,1,2025-12-03T03:48:49.097632+00:00
0OM6M6VgqMQ,21180,93,0,2025-12-03T03:48:49.097637+00:00
0RpIobgpxt0,8679,58,0,2025-12-03T03:48:49.097640+00:00
0UrO6vzc-9w,85560,1435,486,2025-12-03T03:48:49.097643+00:00
0VWshLxxzus,785,23,2,2025-12-03T03:48:49.097646+00:00
0WBX_aH0KcM,1227,15,0,2025-12-03T03:48:49.097649+00:00
0WVBkBr3tQw,1047,15,5,2025-12-03T03:48:49.097652+00:00
0Yajy17EwUU,20872,82,1,2025-12-03T03:48:49.097655+00:00
0ZosorsSUtI,1030,16,0,2025-12-03T03:48:49.097658+00:00
