video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-19T03:42:25.169450+00:00
--zrvwYl9UA,7248,0,0,2025-11-19T03:42:25.169474+00:00
-2DjEtjr1xg,84319,318,2,2025-11-19T03:42:25.169479+00:00
-2SeU7hzTVU,12929,489,18,2025-11-19T03:42:25.169484+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-19T03:42:25.169487+00:00
-69vFdMBkmo,9454,81,0,2025-11-19T03:42:25.169491+00:00
-7L2w-ydpi8,322944,2323,64,2025-11-19T03:42:25.169495+00:00
-86iRns7jPg,517620,14765,59,2025-11-19T03:42:25.169502+00:00
-8GzVl6LESo,459,6,0,2025-11-19T03:42:25.169506+00:00
-8if4etcKzc,3635,86,0,2025-11-19T03:42:25.169510+00:00
-8wJ9p4zftA,4658,80,0,2025-11-19T03:42:25.169513+00:00
-8zDdhCwfsU,1269607,11253,0,2025-11-19T03:42:25.169516+00:00
-9eJ-YAB0uY,24058,2471,4,2025-11-19T03:42:25.169520+00:00
-A_TIvqlD48,445647,5785,157,2025-11-19T03:42:25.169523+00:00
-A_bpISupok,47,4,0,2025-11-19T03:42:25.169526+00:00
-BNcQeMQFg4,101448,2505,1153,2025-11-19T03:42:25.169529+00:00
-BgjhW_wVMw,31039,755,23,2025-11-19T03:42:25.169532+00:00
-C0OzhGSfng,355422,5249,12,2025-11-19T03:42:25.169536+00:00
-CCavyfCsfo,482,4,1,2025-11-19T03:42:25.169539+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-19T03:42:25.169542+00:00
-Hs-cO7I0Z4,37796,224,0,2025-11-19T03:42:25.169545+00:00
-J9QRMI80FE,9261,57,1,2025-11-19T03:42:25.169548+00:00
-JCWbG-e85w,5007,28,0,2025-11-19T03:42:25.169551+00:00
-KZbXmfVCIA,1448,17,1,2025-11-19T03:42:25.169555+00:00
-Matyw24dSk,28256,169,0,2025-11-19T03:42:25.169558+00:00
-MqcV2RGlfA,2126,46,0,2025-11-19T03:42:25.169561+00:00
-MsSkX_PjbE,79882,6825,251,2025-11-19T03:42:25.169564+00:00
-PG2RHXI_3k,35660,546,1,2025-11-19T03:42:25.169567+00:00
-PHcunhDhXU,1235,19,0,2025-11-19T03:42:25.169570+00:00
-QRQbNUsAOg,2917,12,0,2025-11-19T03:42:25.169573+00:00
