video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-20T03:41:13.919484+00:00
--zrvwYl9UA,7248,0,0,2025-11-20T03:41:13.919508+00:00
-2DjEtjr1xg,84320,318,2,2025-11-20T03:41:13.919512+00:00
-2SeU7hzTVU,12931,489,18,2025-11-20T03:41:13.919518+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-20T03:41:13.919521+00:00
-69vFdMBkmo,9455,81,0,2025-11-20T03:41:13.919523+00:00
-7L2w-ydpi8,323097,2314,64,2025-11-20T03:41:13.919527+00:00
-86iRns7jPg,518659,14782,59,2025-11-20T03:41:13.919532+00:00
-8GzVl6LESo,459,6,0,2025-11-20T03:41:13.919536+00:00
-8if4etcKzc,3635,85,0,2025-11-20T03:41:13.919539+00:00
-8wJ9p4zftA,4663,80,0,2025-11-20T03:41:13.919541+00:00
-8zDdhCwfsU,1269610,11249,0,2025-11-20T03:41:13.919544+00:00
-9eJ-YAB0uY,24060,2471,4,2025-11-20T03:41:13.919547+00:00
-A_TIvqlD48,445829,5784,158,2025-11-20T03:41:13.919550+00:00
-A_bpISupok,47,4,0,2025-11-20T03:41:13.919552+00:00
-BNcQeMQFg4,101450,2505,1153,2025-11-20T03:41:13.919555+00:00
-BgjhW_wVMw,31054,755,23,2025-11-20T03:41:13.919557+00:00
-C0OzhGSfng,355423,5249,12,2025-11-20T03:41:13.919560+00:00
-CCavyfCsfo,482,4,1,2025-11-20T03:41:13.919562+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-20T03:41:13.919565+00:00
-Hs-cO7I0Z4,37802,224,0,2025-11-20T03:41:13.919567+00:00
-J9QRMI80FE,9264,57,1,2025-11-20T03:41:13.919570+00:00
-JCWbG-e85w,5007,28,0,2025-11-20T03:41:13.919572+00:00
-KZbXmfVCIA,1449,17,1,2025-11-20T03:41:13.919575+00:00
-Matyw24dSk,28260,169,0,2025-11-20T03:41:13.919577+00:00
-MqcV2RGlfA,2126,46,0,2025-11-20T03:41:13.919580+00:00
-MsSkX_PjbE,79883,6825,251,2025-11-20T03:41:13.919582+00:00
-PG2RHXI_3k,35699,546,1,2025-11-20T03:41:13.919586+00:00
-PHcunhDhXU,1237,19,0,2025-11-20T03:41:13.919589+00:00
-QRQbNUsAOg,2917,12,0,2025-11-20T03:41:13.919591+00:00
-Qw3V9IB4Po,17295,56,0,2025-11-20T03:41:13.919594+00:00
-RM9hmcSnMA,320,17,3,2025-11-20T03:41:13.919596+00:00
-TTNgjfkKtA,285096,1554,0,2025-11-20T03:41:13.919818+00:00
-ThLS10RUNY,171606,705,0,2025-11-20T03:41:13.919821+00:00
-Thuc8jYlKw,50438,82,0,2025-11-20T03:41:13.919824+00:00
-Tq5x61gai8,628959,20007,415,2025-11-20T03:41:13.919826+00:00
-VZvel6ALTM,9205,148,1,2025-11-20T03:41:13.919829+00:00
-Wn33rSj9Gs,151238,3955,9,2025-11-20T03:41:13.919831+00:00
-c-s2GO8sh4,1913,24,1,2025-11-20T03:41:13.919833+00:00
-c61A6-JkhE,984,26,7,2025-11-20T03:41:13.919836+00:00
-d8qVgK3xNw,8584,0,0,2025-11-20T03:41:13.919838+00:00
-fMRQw-GUCs,1212,0,1,2025-11-20T03:41:13.919841+00:00
-geu_dfJoBY,261,6,2,2025-11-20T03:41:13.919843+00:00
-ha8pd0qLgY,77071,103,1,2025-11-20T03:41:13.919846+00:00
-heehDW7VUg,24549,337,0,2025-11-20T03:41:13.919848+00:00
-jTiCkLpbdE,946,30,0,2025-11-20T03:41:13.919850+00:00
-lBxERmKBgw,45035,603,0,2025-11-20T03:41:13.919853+00:00
-mtaR_eH6Lw,1301,27,0,2025-11-20T03:41:14.547693+00:00
-o5BZw5hg-0,5993954,95090,85,2025-11-20T03:41:14.547713+00:00
-q11rFZ7z9w,1850,42,0,2025-11-20T03:41:14.547717+00:00
-q2XrVwrTHQ,36740,202,0,2025-11-20T03:41:14.547721+00:00
-qJ1234CIzs,4546,588,1,2025-11-20T03:41:14.547724+00:00
-qZ14tRjFS8,26120,1429,16,2025-11-20T03:41:14.547727+00:00
-tRHxHZsQ8A,29181,0,46,2025-11-20T03:41:14.547731+00:00
-tYsc8KEXcU,843891,5469,19,2025-11-20T03:41:14.547734+00:00
-t_lurEiSfw,2549,46,0,2025-11-20T03:41:14.547737+00:00
-u5qcayZ0Vk,1114,6,0,2025-11-20T03:41:14.547740+00:00
