video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-10T03:48:31.802956+00:00
--zrvwYl9UA,7246,0,0,2025-11-10T03:48:31.802980+00:00
-2DjEtjr1xg,84290,318,2,2025-11-10T03:48:31.802984+00:00
-2SeU7hzTVU,12849,486,18,2025-11-10T03:48:31.802987+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-10T03:48:31.802990+00:00
-69vFdMBkmo,9449,81,0,2025-11-10T03:48:31.802993+00:00
-7L2w-ydpi8,320701,2321,62,2025-11-10T03:48:31.802996+00:00
-86iRns7jPg,504099,14454,57,2025-11-10T03:48:31.803002+00:00
-8GzVl6LESo,459,6,0,2025-11-10T03:48:31.803006+00:00
-8if4etcKzc,3635,86,0,2025-11-10T03:48:31.803009+00:00
-8wJ9p4zftA,4609,79,0,2025-11-10T03:48:31.803011+00:00
-8zDdhCwfsU,1269444,11254,0,2025-11-10T03:48:31.803014+00:00
-9eJ-YAB0uY,24032,2471,4,2025-11-10T03:48:31.803048+00:00
-A_TIvqlD48,441894,5705,156,2025-11-10T03:48:31.803055+00:00
-A_bpISupok,46,4,0,2025-11-10T03:48:31.803061+00:00
-BNcQeMQFg4,101335,2506,1154,2025-11-10T03:48:31.803064+00:00
-BgjhW_wVMw,30538,748,23,2025-11-10T03:48:31.803067+00:00
-C0OzhGSfng,355373,5250,12,2025-11-10T03:48:31.803070+00:00
-CCavyfCsfo,482,4,1,2025-11-10T03:48:31.803073+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-10T03:48:31.803075+00:00
-Hs-cO7I0Z4,37721,224,0,2025-11-10T03:48:31.803078+00:00
-J9QRMI80FE,9261,57,1,2025-11-10T03:48:31.803081+00:00
-JCWbG-e85w,5007,28,0,2025-11-10T03:48:31.803083+00:00
-KZbXmfVCIA,1444,17,1,2025-11-10T03:48:31.803086+00:00
-Matyw24dSk,28070,169,0,2025-11-10T03:48:31.803089+00:00
-MqcV2RGlfA,2126,46,0,2025-11-10T03:48:31.803091+00:00
-MsSkX_PjbE,79860,6823,250,2025-11-10T03:48:31.803094+00:00
-PG2RHXI_3k,35564,546,1,2025-11-10T03:48:31.803097+00:00
-PHcunhDhXU,1226,19,0,2025-11-10T03:48:31.803099+00:00
-QRQbNUsAOg,2917,12,0,2025-11-10T03:48:31.803102+00:00
-Qw3V9IB4Po,17285,56,0,2025-11-10T03:48:31.803104+00:00
-RM9hmcSnMA,312,15,3,2025-11-10T03:48:31.803107+00:00
-TTNgjfkKtA,284711,1554,0,2025-11-10T03:48:31.803312+00:00
-ThLS10RUNY,171563,706,0,2025-11-10T03:48:31.803316+00:00
-Thuc8jYlKw,50412,82,0,2025-11-10T03:48:31.803319+00:00
-Tq5x61gai8,598450,19023,394,2025-11-10T03:48:31.803321+00:00
-VZvel6ALTM,9202,148,1,2025-11-10T03:48:31.803324+00:00
-Wn33rSj9Gs,150485,3940,10,2025-11-10T03:48:31.803326+00:00
-c-s2GO8sh4,1912,24,1,2025-11-10T03:48:31.803329+00:00
-c61A6-JkhE,983,27,7,2025-11-10T03:48:31.803331+00:00
-d8qVgK3xNw,8584,0,0,2025-11-10T03:48:31.803334+00:00
-fMRQw-GUCs,1212,0,1,2025-11-10T03:48:31.803337+00:00
-geu_dfJoBY,261,6,2,2025-11-10T03:48:31.803339+00:00
