video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-01T03:40:48.598095+00:00
--zrvwYl9UA,7243,0,0,2025-11-01T03:40:48.598116+00:00
-2DjEtjr1xg,84260,318,2,2025-11-01T03:40:48.598121+00:00
-2SeU7hzTVU,12757,485,18,2025-11-01T03:40:48.598125+00:00
-5SF1eXuhAQ,34086,0,1,2025-11-01T03:40:48.598129+00:00
-69vFdMBkmo,9440,81,0,2025-11-01T03:40:48.598133+00:00
-7L2w-ydpi8,306729,2257,62,2025-11-01T03:40:48.598136+00:00
-86iRns7jPg,492170,14224,55,2025-11-01T03:40:48.598143+00:00
-8GzVl6LESo,459,6,0,2025-11-01T03:40:48.598148+00:00
-8if4etcKzc,3635,86,0,2025-11-01T03:40:48.598154+00:00
-8wJ9p4zftA,4560,79,0,2025-11-01T03:40:48.598158+00:00
-8zDdhCwfsU,1269092,11254,0,2025-11-01T03:40:48.598163+00:00
-9eJ-YAB0uY,23963,2471,4,2025-11-01T03:40:48.598166+00:00
-A_TIvqlD48,429377,5471,153,2025-11-01T03:40:48.598169+00:00
-A_bpISupok,45,4,0,2025-11-01T03:40:48.598172+00:00
-BNcQeMQFg4,101093,2506,1162,2025-11-01T03:40:48.598175+00:00
-BgjhW_wVMw,30268,746,23,2025-11-01T03:40:48.598178+00:00
-C0OzhGSfng,355197,5251,13,2025-11-01T03:40:48.598181+00:00
-CCavyfCsfo,482,4,1,2025-11-01T03:40:48.598184+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-01T03:40:48.598187+00:00
-Hs-cO7I0Z4,37602,224,0,2025-11-01T03:40:48.598190+00:00
-J9QRMI80FE,9257,57,1,2025-11-01T03:40:48.598193+00:00
-JCWbG-e85w,5007,28,0,2025-11-01T03:40:48.598196+00:00
-KZbXmfVCIA,1303,16,1,2025-11-01T03:40:48.598200+00:00
-Matyw24dSk,27790,168,0,2025-11-01T03:40:48.598203+00:00
-MqcV2RGlfA,2114,46,0,2025-11-01T03:40:48.598206+00:00
-MsSkX_PjbE,79733,6820,250,2025-11-01T03:40:48.598209+00:00
-PG2RHXI_3k,35435,544,1,2025-11-01T03:40:48.598212+00:00
-PHcunhDhXU,1135,18,0,2025-11-01T03:40:48.598215+00:00
-QRQbNUsAOg,2917,12,0,2025-11-01T03:40:48.598218+00:00
-Qw3V9IB4Po,17262,56,0,2025-11-01T03:40:48.598221+00:00
-RM9hmcSnMA,306,15,3,2025-11-01T03:40:48.598226+00:00
-TTNgjfkKtA,284375,1550,0,2025-11-01T03:40:48.598229+00:00
-ThLS10RUNY,171258,708,0,2025-11-01T03:40:48.598233+00:00
-Thuc8jYlKw,50367,82,0,2025-11-01T03:40:48.598235+00:00
-Tq5x61gai8,556724,17975,373,2025-11-01T03:40:48.598238+00:00
-VZvel6ALTM,9199,148,1,2025-11-01T03:40:48.598241+00:00
-Wn33rSj9Gs,148645,3906,10,2025-11-01T03:40:48.598244+00:00
