video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-24T03:54:36.772612+00:00
--zrvwYl9UA,7248,0,0,2025-11-24T03:54:36.772634+00:00
-2DjEtjr1xg,84321,318,2,2025-11-24T03:54:36.772639+00:00
-2SeU7hzTVU,12982,490,18,2025-11-24T03:54:36.772645+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-24T03:54:36.772648+00:00
-69vFdMBkmo,9457,82,0,2025-11-24T03:54:36.772651+00:00
-7L2w-ydpi8,323582,2310,64,2025-11-24T03:54:36.772654+00:00
-86iRns7jPg,523021,14866,59,2025-11-24T03:54:36.772660+00:00
-8GzVl6LESo,459,6,0,2025-11-24T03:54:36.772663+00:00
-8if4etcKzc,3635,85,0,2025-11-24T03:54:36.772666+00:00
-8wJ9p4zftA,4675,80,0,2025-11-24T03:54:36.772669+00:00
-8zDdhCwfsU,1269637,11244,0,2025-11-24T03:54:36.772671+00:00
-9eJ-YAB0uY,24073,2469,4,2025-11-24T03:54:36.772674+00:00
-A_TIvqlD48,446460,5801,159,2025-11-24T03:54:36.772676+00:00
-A_bpISupok,47,4,0,2025-11-24T03:54:36.772679+00:00
-BNcQeMQFg4,101459,2504,1152,2025-11-24T03:54:36.772681+00:00
-BgjhW_wVMw,31090,756,23,2025-11-24T03:54:36.772683+00:00
-C0OzhGSfng,355432,5246,12,2025-11-24T03:54:36.772686+00:00
-CCavyfCsfo,482,4,1,2025-11-24T03:54:36.772688+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-24T03:54:36.772691+00:00
-Hs-cO7I0Z4,37814,223,0,2025-11-24T03:54:36.772693+00:00
-J9QRMI80FE,9264,57,1,2025-11-24T03:54:36.772696+00:00
-JCWbG-e85w,5007,28,0,2025-11-24T03:54:36.772698+00:00
-KZbXmfVCIA,1450,17,1,2025-11-24T03:54:36.772700+00:00
-Matyw24dSk,28275,169,0,2025-11-24T03:54:36.772703+00:00
-MqcV2RGlfA,2126,46,0,2025-11-24T03:54:36.772705+00:00
-MsSkX_PjbE,79892,6826,251,2025-11-24T03:54:36.772707+00:00
-PG2RHXI_3k,35749,546,1,2025-11-24T03:54:36.772710+00:00
-PHcunhDhXU,1239,19,0,2025-11-24T03:54:36.772712+00:00
-QRQbNUsAOg,2917,12,0,2025-11-24T03:54:36.772714+00:00
-Qw3V9IB4Po,17299,56,0,2025-11-24T03:54:36.772717+00:00
-RM9hmcSnMA,321,17,3,2025-11-24T03:54:36.772719+00:00
-TTNgjfkKtA,285283,1551,0,2025-11-24T03:54:36.772961+00:00
-ThLS10RUNY,171616,703,0,2025-11-24T03:54:36.772965+00:00
-Thuc8jYlKw,50441,82,0,2025-11-24T03:54:36.772968+00:00
-Tq5x61gai8,637037,20308,421,2025-11-24T03:54:36.772971+00:00
-VZvel6ALTM,9205,148,1,2025-11-24T03:54:36.772973+00:00
-Wn33rSj9Gs,151381,3952,9,2025-11-24T03:54:36.772976+00:00
-c-s2GO8sh4,1913,24,1,2025-11-24T03:54:36.772978+00:00
-c61A6-JkhE,984,26,7,2025-11-24T03:54:36.772980+00:00
-d8qVgK3xNw,8584,0,0,2025-11-24T03:54:36.772983+00:00
-fMRQw-GUCs,1212,0,1,2025-11-24T03:54:36.772985+00:00
-geu_dfJoBY,261,6,2,2025-11-24T03:54:36.772987+00:00
-ha8pd0qLgY,77071,103,1,2025-11-24T03:54:36.772990+00:00
-heehDW7VUg,24549,336,0,2025-11-24T03:54:36.772992+00:00
-jTiCkLpbdE,946,30,0,2025-11-24T03:54:36.772994+00:00
-lBxERmKBgw,45643,604,0,2025-11-24T03:54:36.772997+00:00
-mtaR_eH6Lw,1332,27,0,2025-11-24T03:54:37.370740+00:00
-o5BZw5hg-0,5994007,95058,85,2025-11-24T03:54:37.370753+00:00
-q11rFZ7z9w,1850,42,0,2025-11-24T03:54:37.370757+00:00
-q2XrVwrTHQ,36743,202,0,2025-11-24T03:54:37.370761+00:00
-qJ1234CIzs,4564,587,1,2025-11-24T03:54:37.370764+00:00
-qZ14tRjFS8,26183,1430,16,2025-11-24T03:54:37.370767+00:00
-tRHxHZsQ8A,29770,0,47,2025-11-24T03:54:37.370770+00:00
-tYsc8KEXcU,844005,5464,19,2025-11-24T03:54:37.370772+00:00
-t_lurEiSfw,2550,45,0,2025-11-24T03:54:37.370775+00:00
-u5qcayZ0Vk,1114,6,0,2025-11-24T03:54:37.370777+00:00
-vR09a0uW7Y,27933,290,0,2025-11-24T03:54:37.370780+00:00
-vfpPa-nptU,1148,8,0,2025-11-24T03:54:37.370782+00:00
-yBoeycdnRA,4956,245,7,2025-11-24T03:54:37.370785+00:00
-yPrfCKAA0U,9280,360,0,2025-11-24T03:54:37.370787+00:00
-ybakd9oJcg,56848,186,17,2025-11-24T03:54:37.370790+00:00
-ztbkBAgXDk,873,21,0,2025-11-24T03:54:37.370792+00:00
00eFG4NGVtQ,21186,129,1,2025-11-24T03:54:37.370795+00:00
05UrwdOCUJ8,2902,26,1,2025-11-24T03:54:37.370798+00:00
06EPIRoocE4,88426,746,0,2025-11-24T03:54:37.370827+00:00
07lCoi5VzBk,1028028,0,101,2025-11-24T03:54:37.370833+00:00
0AXs2oQibHU,2139,14,4,2025-11-24T03:54:37.370836+00:00
0Aocf08QAx8,44882,206,7,2025-11-24T03:54:37.370838+00:00
0CTEWKW00a8,97886,1062,10,2025-11-24T03:54:37.370841+00:00
0EHvq4GDpIU,913,6,0,2025-11-24T03:54:37.370843+00:00
0FfD4Jw_tOM,702,47,31,2025-11-24T03:54:37.370846+00:00
0GHtW_sGntA,2162,0,0,2025-11-24T03:54:37.370848+00:00
0Hpt0iHxHnA,21340,1159,15,2025-11-24T03:54:37.370850+00:00
0I8SGyTjkxw,1651,0,0,2025-11-24T03:54:37.370853+00:00
0IazBZGi5Fw,26537,458,4,2025-11-24T03:54:37.370855+00:00
0MZnrlV5aCM,1095,10,0,2025-11-24T03:54:37.370857+00:00
0NOyBjy9ZbY,10091,66,1,2025-11-24T03:54:37.370860+00:00
0Ne8-SZ8cVA,17130,239,1,2025-11-24T03:54:37.370863+00:00
0OM6M6VgqMQ,21180,93,0,2025-11-24T03:54:37.370865+00:00
0RpIobgpxt0,8679,58,0,2025-11-24T03:54:37.370868+00:00
0UrO6vzc-9w,85551,1435,486,2025-11-24T03:54:37.370870+00:00
0VWshLxxzus,784,23,2,2025-11-24T03:54:37.370872+00:00
0WBX_aH0KcM,1227,15,0,2025-11-24T03:54:37.370874+00:00
0WVBkBr3tQw,1042,15,3,2025-11-24T03:54:37.370877+00:00
0Yajy17EwUU,20872,82,1,2025-11-24T03:54:37.370879+00:00
0ZosorsSUtI,1030,16,0,2025-11-24T03:54:37.370881+00:00
0Ztma0ilRZo,29417,567,0,2025-11-24T03:54:37.370883+00:00
0ZvWOutwR6o,168,11,0,2025-11-24T03:54:37.370886+00:00
0aIilaSuSb4,5211,186,0,2025-11-24T03:54:37.370888+00:00
0ba0PK1rH_M,57292,0,0,2025-11-24T03:54:37.370890+00:00
0beL5ZLNGQs,16,3,0,2025-11-24T03:54:37.370893+00:00
0ckCkO6xEHU,1562,0,0,2025-11-24T03:54:37.370895+00:00
0dXNXHnUzb8,1517,6,2,2025-11-24T03:54:37.370897+00:00
0fDkTxxH-4c,1624,61,2,2025-11-24T03:54:37.370900+00:00
0foLK5KSg6E,5746,135,81,2025-11-24T03:54:37.986326+00:00
0jMC9TK0VvA,4,0,0,2025-11-24T03:54:37.986340+00:00
0jXXApEoKKY,121218,3830,18,2025-11-24T03:54:37.986344+00:00
0ksCDMPt7M0,29071,136,0,2025-11-24T03:54:37.986347+00:00
0lEvUcWh_dY,1792,15,1,2025-11-24T03:54:37.986349+00:00
0lPeL4UlrlM,17084,59,0,2025-11-24T03:54:37.986352+00:00
0loPyfQXe-o,44205,76,0,2025-11-24T03:54:37.986354+00:00
0mLG_jpdo5w,37278,821,15,2025-11-24T03:54:37.986357+00:00
0mW2KivdmQg,2438,0,2,2025-11-24T03:54:37.986359+00:00
0mdrl0qZ9hs,1169,15,1,2025-11-24T03:54:37.986362+00:00
0p48us-OQkE,17695,91,1,2025-11-24T03:54:37.986364+00:00
0qvc_KGRkyQ,8137,27,0,2025-11-24T03:54:37.986367+00:00
0tPWgRrYt6s,13164,60,0,2025-11-24T03:54:37.986369+00:00
0tc1JCRAW9E,1836,25,3,2025-11-24T03:54:37.986371+00:00
0xYRUHw9pyc,305,6,0,2025-11-24T03:54:37.986374+00:00
0xnuGzh6Vls,5811,130,0,2025-11-24T03:54:37.986377+00:00
1-1TAUx7Zmg,1302,0,0,2025-11-24T03:54:37.986379+00:00
1-PIqAFckAA,4801,0,0,2025-11-24T03:54:37.986382+00:00
1-vWDglS1Hs,17194,214,1,2025-11-24T03:54:37.986384+00:00
12nje3JeoX0,36370,170,0,2025-11-24T03:54:37.986387+00:00
13-Qd2I0nY8,24514,260,1,2025-11-24T03:54:37.986389+00:00
145w0_HPO8Q,62,12,2,2025-11-24T03:54:37.986391+00:00
14AJAXYiu-U,44287,48,2,2025-11-24T03:54:37.986396+00:00
14LstoOJEpw,29957,0,0,2025-11-24T03:54:37.986399+00:00
16EgfCncHQA,407,5,4,2025-11-24T03:54:37.986401+00:00
16vivf1yXvE,40480,182,0,2025-11-24T03:54:37.986404+00:00
17GA347XCl0,990,0,5,2025-11-24T03:54:37.986406+00:00
17YHnPZE7QM,70822,1015,3,2025-11-24T03:54:37.986409+00:00
18Rg0v94eQI,1711,11,1,2025-11-24T03:54:37.986411+00:00
19MWT7eFhvw,106103,0,31,2025-11-24T03:54:37.986413+00:00
19f2aJJmOQc,509484,32128,246,2025-11-24T03:54:37.986416+00:00
1ANU2Ofz55Q,7428,65,3,2025-11-24T03:54:37.986418+00:00
1AoNroZkSnM,35332,191,0,2025-11-24T03:54:37.986421+00:00
1BjNC4ljVNk,1383,27,0,2025-11-24T03:54:37.986424+00:00
1CopGTCxZNQ,6355,544,36,2025-11-24T03:54:37.986426+00:00
1Dtsu5D45L0,6962,422,0,2025-11-24T03:54:37.986428+00:00
1E-yR6xWbI4,1456,9,0,2025-11-24T03:54:37.986431+00:00
1EpQmbXtt2o,483218,4867,207,2025-11-24T03:54:37.986433+00:00
1G9PGI9NZ7k,191946,2558,38,2025-11-24T03:54:37.986435+00:00
1G_BRUdvC0A,363,34,7,2025-11-24T03:54:37.986438+00:00
1Ge9GUP9nZg,17545,33,1,2025-11-24T03:54:37.986440+00:00
1HWxkjo4dE0,3075637,41173,28,2025-11-24T03:54:37.986442+00:00
1IY6QVQHepE,193,0,0,2025-11-24T03:54:37.986444+00:00
1Nc9uSW3Tuw,53782,1034,5,2025-11-24T03:54:37.986447+00:00
1O2cI5_79Ms,1225,20,0,2025-11-24T03:54:37.986449+00:00
1OEBHRlduaE,7967,126,0,2025-11-24T03:54:37.986451+00:00
1OVMIr3OsGk,1349546,14460,58,2025-11-24T03:54:37.986453+00:00
1OWx3cdxOkA,14056,1124,19,2025-11-24T03:54:37.986456+00:00
1SGvQG8RDrs,12080,40,0,2025-11-24T03:54:37.986458+00:00
1TkdJ4L3Sfw,20594,808,24,2025-11-24T03:54:38.614555+00:00
1WaIa5tLaQo,367460,5284,435,2025-11-24T03:54:38.614573+00:00
1XoR_5Xfr-g,78,2,0,2025-11-24T03:54:38.614577+00:00
1_Mbh9VdyPU,27199,122,29,2025-11-24T03:54:38.614581+00:00
1_TNk1yV_0c,13,3,1,2025-11-24T03:54:38.614584+00:00
1cQaVqbjxMo,11824,1025,10,2025-11-24T03:54:38.614587+00:00
1cZgBujJy1w,33467,1651,5,2025-11-24T03:54:38.614591+00:00
1cir8OeimpY,32996,305,0,2025-11-24T03:54:38.614594+00:00
1diN5WX5qsY,6601,74,14,2025-11-24T03:54:38.614596+00:00
1fbjvs7iYXs,1486,51,4,2025-11-24T03:54:38.614599+00:00
1gJLwtU1xUg,57,2,0,2025-11-24T03:54:38.614602+00:00
1hDIu1xKG7w,20480,131,4,2025-11-24T03:54:38.614605+00:00
1iJI-3JZRew,130630,3123,6,2025-11-24T03:54:38.614608+00:00
1icmZV3Nq14,1462,0,0,2025-11-24T03:54:38.614611+00:00
1jNftY8nSzs,513281,5987,14,2025-11-24T03:54:38.614614+00:00
1k3yocWGCIc,1033588,5310,1,2025-11-24T03:54:38.614617+00:00
1kXoMMILCRA,9961,427,2,2025-11-24T03:54:38.614620+00:00
1lkeoFlRwIk,62,3,0,2025-11-24T03:54:38.614622+00:00
1ls9C2KpT28,3995,74,1,2025-11-24T03:54:38.614631+00:00
1nCj3Vl-buc,17929,151,0,2025-11-24T03:54:38.614634+00:00
1oL5i-v2ArE,565,1,0,2025-11-24T03:54:38.614637+00:00
1pII-SmxTAs,41983,3489,32,2025-11-24T03:54:38.614640+00:00
1rC9P6EDzPA,1,0,0,2025-11-24T03:54:38.614643+00:00
1rNV92AE0cE,14702,102,0,2025-11-24T03:54:38.614646+00:00
1rg8w78Xbug,10541,51,0,2025-11-24T03:54:38.614649+00:00
1sPwZeopd0g,19851,845,9,2025-11-24T03:54:38.614652+00:00
1sm8yyA_q4M,183,14,0,2025-11-24T03:54:38.614655+00:00
1smFwoU8-2I,239,2,3,2025-11-24T03:54:38.614658+00:00
1synZxMUduo,3028,0,11,2025-11-24T03:54:38.614661+00:00
1upIVGXvP8E,27076,348,1,2025-11-24T03:54:38.614664+00:00
1vnWhWgB1kg,5415,32,0,2025-11-24T03:54:38.614667+00:00
1wOcauUQGT4,1768,19,0,2025-11-24T03:54:38.614670+00:00
1wdpBYG8-I0,1954,29,0,2025-11-24T03:54:38.614673+00:00
1xuwlBmP6dk,37163,187,0,2025-11-24T03:54:38.614676+00:00
1yEnJejKOdw,534997,3385,10,2025-11-24T03:54:38.614678+00:00
1zw8hoxU8Yg,23962,191,1,2025-11-24T03:54:38.614681+00:00
2-eWeePfEX0,1952,52,2,2025-11-24T03:54:38.614684+00:00
20XazXY8Xbg,181568,3028,42,2025-11-24T03:54:38.614687+00:00
20XvwCMNycY,4851,6,0,2025-11-24T03:54:38.614690+00:00
215PEZQMXtU,1565,0,0,2025-11-24T03:54:38.614692+00:00
233Y3xKuXo4,9389,205,0,2025-11-24T03:54:38.614695+00:00
23yh4NbeQSM,1337,16,10,2025-11-24T03:54:38.614698+00:00
250P5po54Bs,30845,532,0,2025-11-24T03:54:38.614701+00:00
25TAtyLkm0g,5441,28,4,2025-11-24T03:54:38.614704+00:00
25dar__i_94,442784,13964,97,2025-11-24T03:54:39.206249+00:00
25zeL0J1THk,3054492,12512,107,2025-11-24T03:54:39.206265+00:00
26U5cf9bNiE,36467,0,0,2025-11-24T03:54:39.206269+00:00
26tQsnhflh0,15982,0,0,2025-11-24T03:54:39.206272+00:00
28eAPvqhg2U,729,0,0,2025-11-24T03:54:39.206274+00:00
29zWz1ui6II,546384,2486,6,2025-11-24T03:54:39.206277+00:00
2C50xtQMVMM,5398,205,20,2025-11-24T03:54:39.206279+00:00
2DKnBfK5ypc,950,17,0,2025-11-24T03:54:39.206281+00:00
2E40aPocUQs,146991,375,0,2025-11-24T03:54:39.206283+00:00
2EjLHYI-n24,166420,4277,94,2025-11-24T03:54:39.206286+00:00
2Eq-mp3UFAI,365,6,0,2025-11-24T03:54:39.206288+00:00
2ExqbhsZJQ0,934,17,0,2025-11-24T03:54:39.206290+00:00
2F2wK906bKM,46655,195,3,2025-11-24T03:54:39.206293+00:00
2IWS-ECj-LE,1587,30,0,2025-11-24T03:54:39.206295+00:00
2Iy2oxU8s3Q,1020971,0,30,2025-11-24T03:54:39.206298+00:00
2JdpkwzNNho,159196,2021,49,2025-11-24T03:54:39.206300+00:00
2JiI4w3J61Y,839,46,3,2025-11-24T03:54:39.206303+00:00
2LDDTV2qhRk,1551,13,1,2025-11-24T03:54:39.206305+00:00
2NVSqboAv-Q,32752,405,0,2025-11-24T03:54:39.206307+00:00
2O06Fs6T1us,23482,0,6,2025-11-24T03:54:39.206310+00:00
2PGjE7FJZuM,5,0,0,2025-11-24T03:54:39.206312+00:00
2PTbB3nd3UA,1047,0,0,2025-11-24T03:54:39.206314+00:00
2Rfov3AL-6o,211851,4053,39,2025-11-24T03:54:39.206317+00:00
2SBtm25LSdo,157,0,0,2025-11-24T03:54:39.206319+00:00
2TG_7qgAAkk,52867,290,0,2025-11-24T03:54:39.206321+00:00
2UBhXMrkXvs,605,16,0,2025-11-24T03:54:39.206324+00:00
2WIk5hT-bHg,2146,0,0,2025-11-24T03:54:39.206326+00:00
2WpC1kXlfQU,7477763,128304,233,2025-11-24T03:54:39.206329+00:00
2XqV3KynKHo,343807,3855,6,2025-11-24T03:54:39.206331+00:00
2YY-CM73lwQ,2076,85,6,2025-11-24T03:54:39.206333+00:00
2YlFJEcW4A0,105130,3693,35,2025-11-24T03:54:39.206335+00:00
2aScpW6NTG4,39765,0,20,2025-11-24T03:54:39.206338+00:00
2bltp1PnrEg,1500,11,0,2025-11-24T03:54:39.206340+00:00
2cGqZM7FRh0,60995,2105,169,2025-11-24T03:54:39.206342+00:00
2d5-1hdO8aE,2079423,46412,378,2025-11-24T03:54:39.206344+00:00
2d8fl45EvO8,1020,7,1,2025-11-24T03:54:39.206347+00:00
2eVlBZJPZsk,1766,2,0,2025-11-24T03:54:39.206349+00:00
2hBwR1SBmD4,1571637,5098,18,2025-11-24T03:54:39.206351+00:00
2hS3eU08j2E,1836,168,51,2025-11-24T03:54:39.851728+00:00
2iM-Zyp8aLw,1453,19,0,2025-11-24T03:54:39.851745+00:00
2j9_LqeX50o,59596,3222,25,2025-11-24T03:54:39.851749+00:00
2lAsB5Jrtx0,5645,105,7,2025-11-24T03:54:39.851752+00:00
2lLMKHbYy-g,4889,132,6,2025-11-24T03:54:39.851756+00:00
2lUA5p1_fZ0,71,1,0,2025-11-24T03:54:39.851759+00:00
2mZYqRc8Bfg,1667908,6398,1,2025-11-24T03:54:39.851762+00:00
2nHJJn1CJgg,4576,54,0,2025-11-24T03:54:39.851766+00:00
2oFBH5Id96E,10645,801,11,2025-11-24T03:54:39.851769+00:00
2oayk-99Ksg,930,0,12,2025-11-24T03:54:39.851772+00:00
2s06zNqRWss,150510,796,29,2025-11-24T03:54:39.851775+00:00
2sz0e684yhU,11220,0,0,2025-11-24T03:54:39.851778+00:00
2tAHHbdkvhQ,46103,1237,29,2025-11-24T03:54:39.851781+00:00
2u-7WOrv2Jg,1066,95,4,2025-11-24T03:54:39.851784+00:00
2uKCBPa_p_Q,1484,15,0,2025-11-24T03:54:39.851786+00:00
2v_io6MudGI,36220,0,0,2025-11-24T03:54:39.851789+00:00
2w-3nAORhy0,791405,13087,32,2025-11-24T03:54:39.851792+00:00
2w-j6tv2Qcw,3916,140,0,2025-11-24T03:54:39.851795+00:00
