video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-14T03:43:16.024214+00:00
--zrvwYl9UA,7247,0,0,2025-11-14T03:43:16.024243+00:00
-2DjEtjr1xg,84297,318,2,2025-11-14T03:43:16.024248+00:00
-2SeU7hzTVU,12899,489,18,2025-11-14T03:43:16.024252+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-14T03:43:16.024256+00:00
-69vFdMBkmo,9450,81,0,2025-11-14T03:43:16.024260+00:00
-7L2w-ydpi8,321943,2324,64,2025-11-14T03:43:16.024264+00:00
-86iRns7jPg,511285,14615,57,2025-11-14T03:43:16.024272+00:00
-8GzVl6LESo,459,6,0,2025-11-14T03:43:16.024276+00:00
-8if4etcKzc,3635,86,0,2025-11-14T03:43:16.024281+00:00
-8wJ9p4zftA,4631,79,0,2025-11-14T03:43:16.024285+00:00
-8zDdhCwfsU,1269524,11255,0,2025-11-14T03:43:16.024288+00:00
-9eJ-YAB0uY,24038,2470,4,2025-11-14T03:43:16.024292+00:00
-A_TIvqlD48,444366,5764,157,2025-11-14T03:43:16.024295+00:00
-A_bpISupok,46,4,0,2025-11-14T03:43:16.024299+00:00
-BNcQeMQFg4,101390,2506,1153,2025-11-14T03:43:16.024302+00:00
-BgjhW_wVMw,30837,750,23,2025-11-14T03:43:16.024306+00:00
-C0OzhGSfng,355402,5250,12,2025-11-14T03:43:16.024309+00:00
-CCavyfCsfo,482,4,1,2025-11-14T03:43:16.024313+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-14T03:43:16.024316+00:00
-Hs-cO7I0Z4,37759,224,0,2025-11-14T03:43:16.024320+00:00
-J9QRMI80FE,9261,57,1,2025-11-14T03:43:16.024328+00:00
-JCWbG-e85w,5007,28,0,2025-11-14T03:43:16.024332+00:00
-KZbXmfVCIA,1448,17,1,2025-11-14T03:43:16.024335+00:00
-Matyw24dSk,28153,169,0,2025-11-14T03:43:16.024337+00:00
-MqcV2RGlfA,2126,46,0,2025-11-14T03:43:16.024340+00:00
-MsSkX_PjbE,79873,6824,250,2025-11-14T03:43:16.024343+00:00
-PG2RHXI_3k,35589,545,1,2025-11-14T03:43:16.024345+00:00
-PHcunhDhXU,1231,19,0,2025-11-14T03:43:16.024348+00:00
-QRQbNUsAOg,2917,12,0,2025-11-14T03:43:16.024350+00:00
-Qw3V9IB4Po,17287,56,0,2025-11-14T03:43:16.024352+00:00
-RM9hmcSnMA,313,16,3,2025-11-14T03:43:16.024355+00:00
-TTNgjfkKtA,284879,1557,0,2025-11-14T03:43:16.024576+00:00
-ThLS10RUNY,171580,706,0,2025-11-14T03:43:16.024579+00:00
-Thuc8jYlKw,50435,82,0,2025-11-14T03:43:16.024582+00:00
-Tq5x61gai8,612682,19438,406,2025-11-14T03:43:16.024585+00:00
-VZvel6ALTM,9204,148,1,2025-11-14T03:43:16.024587+00:00
-Wn33rSj9Gs,150906,3952,9,2025-11-14T03:43:16.024590+00:00
-c-s2GO8sh4,1913,24,1,2025-11-14T03:43:16.024592+00:00
-c61A6-JkhE,984,27,7,2025-11-14T03:43:16.024595+00:00
-d8qVgK3xNw,8584,0,0,2025-11-14T03:43:16.024597+00:00
-fMRQw-GUCs,1212,0,1,2025-11-14T03:43:16.024600+00:00
-geu_dfJoBY,261,6,2,2025-11-14T03:43:16.024603+00:00
-ha8pd0qLgY,77071,104,1,2025-11-14T03:43:16.024605+00:00
-heehDW7VUg,24546,337,0,2025-11-14T03:43:16.024608+00:00
-jTiCkLpbdE,946,30,0,2025-11-14T03:43:16.024610+00:00
-lBxERmKBgw,42860,582,0,2025-11-14T03:43:16.024613+00:00
-mtaR_eH6Lw,1207,27,0,2025-11-14T03:43:16.672069+00:00
-o5BZw5hg-0,5993821,95125,85,2025-11-14T03:43:16.672088+00:00
-q11rFZ7z9w,1850,42,0,2025-11-14T03:43:16.672092+00:00
-q2XrVwrTHQ,36740,202,0,2025-11-14T03:43:16.672094+00:00
-qJ1234CIzs,4496,586,1,2025-11-14T03:43:16.672097+00:00
-qZ14tRjFS8,26032,1432,16,2025-11-14T03:43:16.672099+00:00
-tRHxHZsQ8A,28159,0,45,2025-11-14T03:43:16.672102+00:00
-tYsc8KEXcU,843764,5472,19,2025-11-14T03:43:16.672105+00:00
-t_lurEiSfw,2549,46,0,2025-11-14T03:43:16.672107+00:00
-u5qcayZ0Vk,1110,6,0,2025-11-14T03:43:16.672110+00:00
-vR09a0uW7Y,27928,291,0,2025-11-14T03:43:16.672113+00:00
-vfpPa-nptU,1148,8,0,2025-11-14T03:43:16.672116+00:00
-yBoeycdnRA,4556,230,7,2025-11-14T03:43:16.672118+00:00
-yPrfCKAA0U,9279,362,0,2025-11-14T03:43:16.672121+00:00
-ybakd9oJcg,56688,186,17,2025-11-14T03:43:16.672124+00:00
