video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-10-23T03:38:25.053574+00:00
--zrvwYl9UA,7241,0,0,2025-10-23T03:38:25.053597+00:00
-2DjEtjr1xg,84225,318,2,2025-10-23T03:38:25.053602+00:00
-2SeU7hzTVU,11947,463,17,2025-10-23T03:38:25.053605+00:00
-5SF1eXuhAQ,34031,0,1,2025-10-23T03:38:25.053608+00:00
-69vFdMBkmo,9415,81,0,2025-10-23T03:38:25.053611+00:00
-7L2w-ydpi8,260209,1933,60,2025-10-23T03:38:25.053614+00:00
-86iRns7jPg,468267,13750,55,2025-10-23T03:38:25.053620+00:00
-8GzVl6LESo,459,6,0,2025-10-23T03:38:25.053624+00:00
-8if4etcKzc,3633,86,0,2025-10-23T03:38:25.053627+00:00
-8wJ9p4zftA,4469,78,0,2025-10-23T03:38:25.053632+00:00
-8zDdhCwfsU,1264102,11221,0,2025-10-23T03:38:25.053635+00:00
-9eJ-YAB0uY,23824,2471,4,2025-10-23T03:38:25.053638+00:00
-A_TIvqlD48,401255,5110,145,2025-10-23T03:38:25.053641+00:00
-A_bpISupok,40,4,0,2025-10-23T03:38:25.053643+00:00
-BNcQeMQFg4,100893,2504,1164,2025-10-23T03:38:25.053645+00:00
-BgjhW_wVMw,29549,735,23,2025-10-23T03:38:25.053650+00:00
-C0OzhGSfng,353939,5243,13,2025-10-23T03:38:25.053653+00:00
-CCavyfCsfo,481,4,1,2025-10-23T03:38:25.053656+00:00
-Ehk4pUbAf8,1245,7,3,2025-10-23T03:38:25.053658+00:00
-Hs-cO7I0Z4,36340,212,0,2025-10-23T03:38:25.053661+00:00
-J9QRMI80FE,9223,56,1,2025-10-23T03:38:25.053663+00:00
-JCWbG-e85w,5007,28,0,2025-10-23T03:38:25.053666+00:00
-KZbXmfVCIA,1295,16,1,2025-10-23T03:38:25.053668+00:00
-Matyw24dSk,27227,165,0,2025-10-23T03:38:25.053671+00:00
-MqcV2RGlfA,2042,44,0,2025-10-23T03:38:25.053674+00:00
-MsSkX_PjbE,79444,6803,250,2025-10-23T03:38:25.053676+00:00
-PG2RHXI_3k,35075,536,1,2025-10-23T03:38:25.053679+00:00
-PHcunhDhXU,1123,18,0,2025-10-23T03:38:25.053681+00:00
-QRQbNUsAOg,2916,12,0,2025-10-23T03:38:25.053684+00:00
-Qw3V9IB4Po,17140,56,0,2025-10-23T03:38:25.053686+00:00
-RM9hmcSnMA,292,14,3,2025-10-23T03:38:25.053690+00:00
-TTNgjfkKtA,283621,1547,0,2025-10-23T03:38:25.053692+00:00
-ThLS10RUNY,170023,704,0,2025-10-23T03:38:25.053695+00:00
-Thuc8jYlKw,50101,82,0,2025-10-23T03:38:25.053698+00:00
