video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-10-31T03:41:31.649483+00:00
--zrvwYl9UA,7243,0,0,2025-10-31T03:41:31.649503+00:00
-2DjEtjr1xg,84255,318,2,2025-10-31T03:41:31.649509+00:00
-2SeU7hzTVU,12751,485,18,2025-10-31T03:41:31.649513+00:00
-5SF1eXuhAQ,34080,0,1,2025-10-31T03:41:31.649517+00:00
-69vFdMBkmo,9440,81,0,2025-10-31T03:41:31.649521+00:00
-7L2w-ydpi8,305000,2256,62,2025-10-31T03:41:31.649525+00:00
-86iRns7jPg,491150,14205,55,2025-10-31T03:41:31.649532+00:00
-8GzVl6LESo,459,6,0,2025-10-31T03:41:31.649536+00:00
-8if4etcKzc,3635,86,0,2025-10-31T03:41:31.649542+00:00
-8wJ9p4zftA,4552,79,0,2025-10-31T03:41:31.649547+00:00
-8zDdhCwfsU,1269033,11254,0,2025-10-31T03:41:31.649550+00:00
-9eJ-YAB0uY,23957,2471,4,2025-10-31T03:41:31.649556+00:00
-A_TIvqlD48,428012,5448,152,2025-10-31T03:41:31.649559+00:00
-A_bpISupok,45,4,0,2025-10-31T03:41:31.649563+00:00
-BNcQeMQFg4,101081,2506,1163,2025-10-31T03:41:31.649567+00:00
-BgjhW_wVMw,30234,744,23,2025-10-31T03:41:31.649570+00:00
-C0OzhGSfng,355173,5251,13,2025-10-31T03:41:31.649574+00:00
-CCavyfCsfo,482,4,1,2025-10-31T03:41:31.649577+00:00
-Ehk4pUbAf8,1252,7,3,2025-10-31T03:41:31.649581+00:00
-Hs-cO7I0Z4,37569,224,0,2025-10-31T03:41:31.649584+00:00
-J9QRMI80FE,9255,57,1,2025-10-31T03:41:31.649588+00:00
-JCWbG-e85w,5007,28,0,2025-10-31T03:41:31.649591+00:00
-KZbXmfVCIA,1303,16,1,2025-10-31T03:41:31.649595+00:00
-Matyw24dSk,27767,168,0,2025-10-31T03:41:31.649599+00:00
-MqcV2RGlfA,2046,44,0,2025-10-31T03:41:31.649602+00:00
-MsSkX_PjbE,79717,6819,250,2025-10-31T03:41:31.649606+00:00
-PG2RHXI_3k,35421,542,1,2025-10-31T03:41:31.649609+00:00
-PHcunhDhXU,1135,18,0,2025-10-31T03:41:31.649613+00:00
-QRQbNUsAOg,2917,12,0,2025-10-31T03:41:31.649616+00:00
-Qw3V9IB4Po,17261,56,0,2025-10-31T03:41:31.649619+00:00
-RM9hmcSnMA,294,14,3,2025-10-31T03:41:31.649623+00:00
-TTNgjfkKtA,284340,1551,0,2025-10-31T03:41:31.649626+00:00
-ThLS10RUNY,171191,708,0,2025-10-31T03:41:31.649630+00:00
-Thuc8jYlKw,50358,82,0,2025-10-31T03:41:31.649633+00:00
-Tq5x61gai8,553624,17873,375,2025-10-31T03:41:31.649637+00:00
-VZvel6ALTM,9199,148,1,2025-10-31T03:41:31.649640+00:00
-Wn33rSj9Gs,148262,3895,10,2025-10-31T03:41:31.649644+00:00
-c-s2GO8sh4,1908,24,1,2025-10-31T03:41:31.649647+00:00
-c61A6-JkhE,978,27,7,2025-10-31T03:41:31.649651+00:00
-d8qVgK3xNw,8579,0,0,2025-10-31T03:41:31.649656+00:00
-fMRQw-GUCs,1212,0,1,2025-10-31T03:41:31.649662+00:00
-geu_dfJoBY,261,6,2,2025-10-31T03:41:31.649665+00:00
-ha8pd0qLgY,77026,104,1,2025-10-31T03:41:31.649669+00:00
