video_id,views,likes,comments,crawl_date
--b_A-cZKK0,408,6,0,2025-11-03T03:48:14.462929+00:00
--zrvwYl9UA,7245,0,0,2025-11-03T03:48:14.462950+00:00
-2DjEtjr1xg,84264,318,2,2025-11-03T03:48:14.462957+00:00
-2SeU7hzTVU,12768,485,18,2025-11-03T03:48:14.462960+00:00
-5SF1eXuhAQ,34088,0,1,2025-11-03T03:48:14.462963+00:00
-69vFdMBkmo,9444,81,0,2025-11-03T03:48:14.462966+00:00
-7L2w-ydpi8,309722,2269,62,2025-11-03T03:48:14.462969+00:00
-86iRns7jPg,494318,14271,55,2025-11-03T03:48:14.462975+00:00
-8GzVl6LESo,459,6,0,2025-11-03T03:48:14.462978+00:00
-8if4etcKzc,3635,86,0,2025-11-03T03:48:14.462984+00:00
-8wJ9p4zftA,4575,79,0,2025-11-03T03:48:14.462987+00:00
-8zDdhCwfsU,1269203,11257,0,2025-11-03T03:48:14.462994+00:00
-9eJ-YAB0uY,23972,2471,4,2025-11-03T03:48:14.462999+00:00
-A_TIvqlD48,432825,5527,155,2025-11-03T03:48:14.463002+00:00
-A_bpISupok,45,4,0,2025-11-03T03:48:14.463004+00:00
-BNcQeMQFg4,101149,2506,1154,2025-11-03T03:48:14.463007+00:00
-BgjhW_wVMw,30323,746,23,2025-11-03T03:48:14.463009+00:00
-C0OzhGSfng,355260,5251,12,2025-11-03T03:48:14.463011+00:00
-CCavyfCsfo,482,4,1,2025-11-03T03:48:14.463014+00:00
-Ehk4pUbAf8,1252,7,3,2025-11-03T03:48:14.463017+00:00
-Hs-cO7I0Z4,37635,224,0,2025-11-03T03:48:14.463019+00:00
-J9QRMI80FE,9258,57,1,2025-11-03T03:48:14.463021+00:00
-JCWbG-e85w,5007,28,0,2025-11-03T03:48:14.463024+00:00
-KZbXmfVCIA,1304,16,1,2025-11-03T03:48:14.463026+00:00
-Matyw24dSk,27828,168,0,2025-11-03T03:48:14.463029+00:00
-MqcV2RGlfA,2122,46,0,2025-11-03T03:48:14.463031+00:00
-MsSkX_PjbE,79748,6820,250,2025-11-03T03:48:14.463034+00:00
-PG2RHXI_3k,35489,544,1,2025-11-03T03:48:14.463036+00:00
-PHcunhDhXU,1135,18,0,2025-11-03T03:48:14.463038+00:00
-QRQbNUsAOg,2917,12,0,2025-11-03T03:48:14.463040+00:00
-Qw3V9IB4Po,17270,56,0,2025-11-03T03:48:14.463043+00:00
-RM9hmcSnMA,312,15,3,2025-11-03T03:48:14.463045+00:00
-TTNgjfkKtA,284474,1551,0,2025-11-03T03:48:14.463047+00:00
-ThLS10RUNY,171368,708,0,2025-11-03T03:48:14.463050+00:00
-Thuc8jYlKw,50369,82,0,2025-11-03T03:48:14.463052+00:00
-Tq5x61gai8,564400,18156,373,2025-11-03T03:48:14.463054+00:00
-VZvel6ALTM,9201,148,1,2025-11-03T03:48:14.463057+00:00
